MD5;ROM Serial;Name (No-Intro);is_synthetic
93CEA7134DB2A28B06D30729AD460DD6;DMG-WQJ-0;3 Choume no Tama - Tama and Friends - 3 Choume Obake Panic!! (Japan);True
D4EBF9CF10DDA19DD2BAFD1C1673D762;DMG-U4J-0;3-pun Yosou - Umaban Club (Japan);False
F1724349B22AA4F3A3E6C30D97117040;DMG-F4J-0;4-in-1 Fun Pak (Japan);False
B8D609B5DBAC6A2DAE6087FD9FEEC196;DMG-F4E-0;4-in-1 Fun Pak (USA, Europe);False
71FEB6C7D5B764D5192C28EFE74D13C6;DMG-F9E-0;4-in-1 Fun Pak Volume II (USA, Europe);True
8814B9EC76241A6AC4DEEFA00EBEBAD8;DMG-AFX-0;Addams Family, The (Europe) (En,Fr,De);False
DC2F4D927EDDA442DE2148AF590BEBB5;DMG-AFJ-0;Addams Family, The (Japan);True
F629F0B6D156BEC6ACB9E6B9DA4AD4E3;DMG-AFE-0;Addams Family, The (USA);False
57726C28DC09949029A154F63B891DD0;DMG-A8E-0;Addams Family, The - Pugsley's Scavenger Hunt (USA, Europe);True
D67E58BF5F39D5FB073FED85C3D9BEDE;DMG-T3E-0;Adventure Island (USA, Europe);False
ED2444AFE317452E29C1C2258DA6963C;DMG-GQE-0;Adventure Island II - Aliens in Paradise (USA, Europe);False
8F6B6EF366A787852F664D945C86EB72;DMG-LOX-0;Adventures of Lolo (Europe) (SGB Enhanced);False
9FE1A65A792825C2125D6FD47FFBB571;DMG-RYE-0;Adventures of Rocky and Bullwinkle and Friends, The (USA);True
91ECEC5F8D06F18724BD1462B53C4B3D;DMG-KSE-0;Adventures of Star Saver, The (USA, Europe);True
8FDFFDE2DB7F8DA5CDB60A49D77A6B32;DMG-ATSP-0;Tintin - Prisoners of the Sun (Europe) (En,Fr,De);True
4B4D6E6D4870D36A26E6FE6AD73B0EAC;DMG-AEA-0;Aero Star (Japan);True
F777A4526089A83CA758EFBF01007EC1;DMG-AEE-0;Aerostar (USA, Europe);False
B5C541C765FD3A5767B3FA1CFC821587;DMG-ABA-0;After Burst (Japan);True
C8BAB3886324F6AEC60B65D8584453A1;DMG-A6X-0;Agro Soar (Australia);False
437FEC3B28D28314D580EC1E4D0BC9AE;DMG-A7J-0;Aa Harimanada (Japan);True
9A5215658C60A1802B11F728C292B536;DMG-ACCJ-0;Akazukin Chacha (Japan) (SGB Enhanced);False
6761F77E6DAA82120DD7C73ADEEC777E;DMG-ADNJ-0;Akumajou Dracula - Shikkoku Taru Zensoukyoku - Dark Night Prelude (Japan) (SGB Enhanced);True
63F593E38A526A10FF3FA5AEC1C8CCB0;DMG-DFJ-0;Akumajou Special - Boku Dracula-kun (Japan);True
781F768D5211ABA1E4CF383D4585C1BD;DMG-ALAP-0;Aladdin (Europe) (SGB Enhanced);False
ED5525A71DDA6EAF4BBF8D5601B6B3B9;DMG-ALAE-0;Aladdin (USA) (SGB Enhanced);True
B83F3C669D22BC74C72743821AE3AAA3;DMG-C3X-0;Alfred Chicken (Europe);False
A95E6579F8D6048C5E150C41D180C782;DMG-C3J-0;Alfred Chicken (Japan) (SGB Enhanced);True
CAC921F8EEC70D5CCD8A2DB8F473A084;DMG-C3E-0;Alfred Chicken (USA);True
4F5C4C439F1134177E02D72C794882BA;DMG-L3J-0;Alien 3 (Japan);True
B3F3D35F58A0EA3AFFC0EC6D4EE1183D;DMG-L3E-0;Alien 3 (USA, Europe);False
D300BF9412617A95B00B80FA468A8A04;DMG-ALGP-0;Alien Olympics (Europe);False
AB916E1DF69E7B3401CB6EBD3F1798A7;DMG-A9J-0;Alien vs Predator (Japan);True
50A208BD0A223C037E01FFE07B04FA5B;DMG-A9E-0;Alien vs Predator - The Last of His Clan (USA);True
79492CE68C61AE8E29B96DB1D2E2BF6F;DMG-AB9E-0;All-Star Baseball 99 (USA);True
91128778A332495F77699EAF3A37FE30;DMG-AWA-0;Alleyway (World);False
B4AB37EE420C11285BE1C634C34F5726;DMG-ALX-0;Altered Space - A 3-D Alien Adventure (Europe);True
3208CC9EE33A163CD7CAD242DB3E1F4A;DMG-ALJ-0;Altered Space - A 3-D Alien Adventure (Japan);True
012EE0A196C03CCA91A43A9EADBECFB6;DMG-ALE-0;Altered Space - A 3-D Alien Adventure (USA);False
D8326BFEE457CCB2C0AFB8DD6AC11DB2;DMG-PNE-0;Amazing Penguin (USA, Europe);False
506CCD75DB221ACBF26F1681F3C97EFD;DMG-ZSE-0;Spider-Man 2 (USA, Europe);False
8833AE0FD3B4C47B8249A12708C98A98;DMG-LQE-0;Spider-Man 3 - Invasion of the Spider-Slayers (USA, Europe);False
4A967A8F1DD6F627E8B72950739C26D4;DMG-SME-0;Amazing Spider-Man, The (USA, Europe);False
53B746BFF74C50CD3EBCF41161C66CF3;DMG-P3E-0;A-mazing Tater (USA);False
C0CA6588162206B5982BA77BCF6397CE;DMG-UQJ-0;America Oudan Ultra Quiz (Japan);False
9148245E7196C286506AD6B8BEF73E35;DMG-AUJ-0;America Oudan Ultra Quiz Part 2 (Japan);False
EF84A328B1C87D22448ACCDB713A2329;DMG-U3J-0;America Oudan Ultra Quiz Part 3 - Champion Taikai (Japan);False
6F32E45CC1829AB2FC3048634B68D749;DMG-UAJ-0;America Oudan Ultra Quiz Part 4 (Japan);False
54CEAD768696A61B7CD31F91C0C58021;DMG-AJAJ-0;Animal Breeder (Japan) (SGB Enhanced);False
208B978E1EE53EFA875CD6DFC42223F2;DMG-AAJJ-0;Animal Breeder 2 (Japan) (SGB Enhanced);False
AE3F9A9C9A1CE63578BA68B3511C359C;DMG-ANCP-0;Animaniacs (Europe) (SGB Enhanced);False
84FF06249F96442626CDD75A5FA440CE;DMG-ANCE-0;Animaniacs (USA) (SGB Enhanced);True
FF9196CAA266AE36D409CE7E53DDC77A;DMG-AABJ-0;Another Bible (Japan) (SGB Enhanced);True
6CBAAF40726A834BA7B3D7F179A140FE;DMG-ASHJ-0;Aoki Densetsu Shoot! (Japan) (SGB Enhanced);False
25EC0916FF6F24A1878A9F30991D301D;DMG-AMCP-0;Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe) (SGB Enhanced);False
516085555E451966B9DD5166DFE6C728;DMG-ACPP-0;Arcade Classic No. 2 - Centipede & Millipede (USA, Europe) (SGB Enhanced);False
08F46BB59E52562F08C76F4E6C0040C5;DMG-AGCP-0;Arcade Classic No. 3 - Galaga & Galaxian (Europe) (SGB Enhanced);False
19FD29EFAF7EA9E314BD613954A92169;DMG-AGCE-0;Arcade Classic No. 3 - Galaga & Galaxian (USA) (SGB Enhanced);False
211A15218FA66E4A09BC253AE064991C;DMG-ADJP-0;Arcade Classic No. 4 - Defender & Joust (USA, Europe) (SGB Enhanced);False
E1B89445B1E8992D93319C52D4D7CA3B;DMG-ABSP-0;Arcade Classics - Battlezone & Super Breakout (USA, Europe) (SGB Enhanced);True
9C23D37D51A593E82378DAD038A52EF2;DMG-A1J-0;Aretha (Japan);False
A3059206EF517091A475249CE6C0DB4F;DMG-A4J-0;Aretha II (Japan);False
BB0CCA048A51DDBAE426221BB3D2E508;DMG-AZJ-0;Aretha III (Japan);True
24DB7B8D9080B1626DD949331AC40ACA;DMG-ATJ-0;Asmik-kun World 2 (Japan);False
CF5BE6D9C263D02039BFAAE93C1BD32C;DMG-AXOS-0;Asterix & Obelix (Europe) (En,Es) (SGB Enhanced);False
5354465291244E5A035807C2666D185E;DMG-AXOP-0;Asterix & Obelix (Europe) (Fr,De) (SGB Enhanced);False
812DB832566202610BB1E42E643E2B93;DMG-XAX-0;Asterix (Europe) (En,Fr,De,Es,It);False
13749826DF12DA4574E34CCB6D9C780D;DMG-ANE-0;Asteroids (USA, Europe);False
5A88B67ED5475E591747BC7956642456;DMG-ARA-0;Astro Rabby (Japan);True
76010C6FF6BD0C4E8AC934DC69FB96AB;DMG-HBE-0;Atomic Punk (USA);True
BA556891321DBBC8DCE857CA2CF7D417;DMG-AKJ-0;Attack of the Killer Tomatoes (Japan);True
3910CE6B44B689A06889693771DED6DC;DMG-AKE-0;Attack of the Killer Tomatoes (USA, Europe);False
E88EAB57AB4614966748280BF3C97F52;DMG-P8E-0;Avenging Spirit (USA, Europe);False
8F3095C4D98694F19270D8C2788D5E46;DMG-AYJ-0;Ayakashi no Shiro (Japan);False
D335D4D79ED002C7A67863E82CEAA472;DMG-GKX-0;B.C. Kid (Europe);False
2A2AE531B2CEBD995508707B0E82B1B1;DMG-RJX-0;B.C. Kid 2 (Europe) (SGB Enhanced);True
B9DF0BB1F84333A1E5AB4AF563525CDC;DMG-A6Y-0;Baby T-Rex (Europe);False
302F773A39FE0E45756B050EE94F0918;DMG-ATVJ-0;Bakenou TV '94 (Japan) (SGB Enhanced);True
614C8E744C8F07C6E3B29480478600D4;DMG-VVJ-0;Bakenou V3 (Japan);False
7D775680308FC232D1C6547124BAB089;DMG-ABMJ-0;Bakuchou Retrieve Master (Japan) (SGB Enhanced);False
7864D91F0A7CA1EEC93667BA88EC1DFC;DMG-ASYJ-0;Bakuchou Retsuden Shou - Hyper Fishing (Japan) (SGB Enhanced);False
CBF1F4CA2288995C18DF0EF3025C9580;DMG-WRA-0;Bakuretsu Senshi Warrior (Japan);False
F70C60CA87714FA9D81BE60C9AC93DE0;DMG-BTE-0;Balloon Kid (USA, Europe);False
C7697C8DB218BCB35AA37D43E4278376;DMG-A6W-0;Bamse (Sweden);False
8FDFFB08770609255EC3CD314F79F976;DMG-BNJ-0;Banishing Racer (Japan);True
159C8CA77E153B1CC5FE6D5D82A091C2;DMG-GUE-0;Barbie - Game Girl (USA, Europe);False
1D5E05159B0AC6A5119BD6F743C7EB9E;DMG-EKA-0;Simpsons, The - Bart no Jack to Mame no Ki (Japan);True
0434A1320607CE8E79DE69B10C7A1245;DMG-TSA-0;Bart no Survival Camp (Japan);True
E731FA23D9CD0C3D4DEC7D5565BEEF61;DMG-TSE-0;Bart Simpson's Escape from Camp Deadly (USA, Europe);False
E7BCB3F5534C8363F855BA92D83CB2D9;DMG-BSA-0;Baseball (World);False
CB62A0DD667FF4FC2F4EBE6F0AEF955F;DMG-BKJ-0;Baseball Kids (Japan);False
C1C084439399DC1541EE555BCABB7700;DMG-BKE-0;Bases Loaded for Game Boy (USA);True
AA6CB8AA7BEE968D77AAE59ACFBDE6D8;DMG-ATTJ-0;Bass Fishing Tatsujin Techou (Japan);True
B91125B6018A0A879E356A32129F5B73;DMG-AB8F-0;Bataille Navale (France) (En,Fr,De,Es);False
03C6D84A951BE6703B7458478F4277B9;DMG-BAA-0;Batman - The Video Game (World);False
9550FADC917DB38CACD0ECFB694F816C;DMG-B5A-0;Batman - Return of the Joker (Japan);True
97BC907DEBA1E7D7C9BC72FCA0310822;DMG-B5E-0;Batman - Return of the Joker (USA, Europe);True
AE073C63FF7D151DC2DD406830FBBDC2;DMG-XME-0;Batman - The Animated Series (USA, Europe);True
53D8596868FE081CEF40ECC02D463EA3;DMG-A3BJ-0;Batman Forever (Japan);True
28737A5C760938A9746FA9E1A2FCEFC6;DMG-A3BE-0;Batman Forever (USA, Europe);False
3E986CF3598E0A690FED48AA8C7D95B1;DMG-ATDP-0;Battle Arena Toshinden (Europe) (SGB Enhanced);False
75B5F31FBACB972FC104B3E77D09003B;DMG-ATDE-0;Battle Arena Toshinden (USA) (SGB Enhanced);True
A58AD38354F16E3E6777E91DEDD9CE28;DMG-BRA-0;Battle Bull (Japan);True
D6D8E759C19C1BA384670F2A06B4D11B;DMG-BRE-0;Battle Bull (USA);False
C2AB034CEB1DC42C96A7A9301C382D20;DMG-ABAJ-0;Battle Crusher (Japan) (SGB Enhanced);True
9155B3E2A243BE1703A09934B2B80724;DMG-D6J-0;Battle Dodge Ball (Japan);False
F7AA9880DB8E7884618FF0DCAB6FBA85;DMG-B3J-0;Battle of Kingdom (Japan);True
044C71562429DA60891A93A131A0304A;DMG-OLX-0;Battle of Olympus, The (Europe) (En,Fr,De,Es,It);True
F24CCB89C3FF60F54600D7B063D5A6C2;DMG-BPA-0;Battle Pingpong (Japan);False
C9DC09EA6D93D5114079F58C7BBF7982;DMG-NXJ-0;Battle Space (Japan);False
2486AC22FF1ED53B4C8FA4F2D5226749;DMG-BZJ-0;Battle Unit Zeoth (Japan);True
023A8FD8EACAD0656B5110DA26DCDD44;DMG-BZE-0;Battle Unit Zeoth (USA, Europe);False
E6980267D58310AF5AD57570045A95FA;DMG-BCA-0;BattleCity (Japan);True
D4F7ADE01AF0818A79BC809CF96118BB;DMG-NBE-0;Battleship (USA, Europe);True
3D57E0391C8191C105A4F015A0C103E9;DMG-BVJ-0;Battletoads (Japan);True
6D24C94D3ACD89B4B703F7BD2A504833;DMG-BVE-0;Battletoads (USA, Europe);False
EC8DFC2600756D4FF306EEDCD03DEFD2;DMG-VNX-0;Battletoads-Double Dragon (Europe);True
13EC0C660B5A963A07B39ECABF0E0AB5;DMG-VNE-0;Battletoads-Double Dragon (USA);True
BC76C0516129C6791E4087F93F5D3C99;DMG-R7X-0;Battletoads in Ragnarok's World (Europe);False
4866EA7BDAA92C6986D4847209EBBD20;DMG-R7E-0;Battletoads in Ragnarok's World (USA);True
8F160AA0B2F69A019911FD57AC8C5B31;DMG-AVIP-0;Beavis and Butt-Head (USA, Europe);False
5544EFA64429127007AA3779BEAA654E;DMG-ABVP-0;Beethoven (Europe) (SGB Enhanced);True
F6C1715B8B93356B8B8AD27F5574DC96;DMG-B4E-0;Beetlejuice (USA);True
CD2CAAB38139F54145FC5A3CE1E01925;DMG-LEX-0;Best of the Best - Championship Karate (Europe);False
91F7654109AFD261DF2B27BFDCD86898;DMG-LEE-0;Best of the Best - Championship Karate (USA);True
40C38735C8F225CA8DE749EFCEAB6CEB;DMG-NQJ-0;Bikkuri Nekketsu Shin Kiroku! - Dokodemo Kin Medal (Japan);True
9D94D01D3133165D4469BB27D58F0F6C;DMG-LBE-0;Bill & Ted's Excellent Game Boy Adventure (USA, Europe);False
915D5D1C4DDEF2C39FDB0131A34B83A4;DMG-ELE-0;Bill Elliott's NASCAR Fast Tracks (USA);True
B5A6254B1711EDFAF89830BCFFF09D38;DMG-VSE-0;Bionic Battler (USA);False
290F699F6C5B5B648AAC43751DE07EA1;DMG-BOX-0;Bionic Commando (Europe);False
489F52A2761DCB6F01567EF5DE14CB8A;DMG-BOJ-0;Bionic Commando (Japan);True
F89A33DE3FA660A13EC29BB323EFFFA9;DMG-BOE-0;Bionic Commando (USA);True
7AFB675171D58105112DBACF2CED77CB;DMG-AQJ-0;Bishoujo Senshi Sailor Moon (Japan);True
84634FB36156BB1B9E54BC62FBAF3525;DMG-QAJ-0;Bishoujo Senshi Sailor Moon R (Japan);True
88908153A898E5D91A02206DBB03713A;DMG-HPE-0;Black Bass - Lure Fishing (USA);False
6E8166C3783D1807D0A8C3B649E583C1;DMG-UBX-0;Blades of Steel (Europe);False
302CAA3CEDDCCC5FBA36787B44D25DA7;DMG-UBE-0;Blades of Steel (USA);False
C4868BF46A993B4C33A9A8AF5341282A;DMG-BIE-0;Blaster Master Boy (USA);True
15D9979ACE470A0ABF9C83BC1F81DABF;DMG-BIX-0;Blaster Master Jr. (Europe);True
55EF8421492242C2726E355C41AEF000;DMG-ABKJ-0;Block Kuzushi GB (Japan) (SGB Enhanced);True
5E3005E18F030F58E8B919D35CB297D7;DMG-BLA-0;Blodia (Japan);False
CEAEDF86193A8708A8A67E0E472B57FB;DMG-BQE-0;Blues Brothers, The (USA, Europe);True
3132B823343C82DACECE721452612812;DMG-J6E-0;Blues Brothers, The - Jukebox Adventure (Europe);False
24B4F33417FC95FE6B092BCD30605CB2;DMG-BJE-0;Bo Jackson - Two Games in One (USA);False
B3BE58AE099AB2A695CFEBE9881C7461;DMG-GLE-0;Boggle Plus (USA);True
6633EA57F86C4A117F0B027DA68BDA92;DMG-AYWJ-0;Bokujou Monogatari GB (Japan) (SGB Enhanced);False
275DC0712E83F34252C2FCD2EAEFB72F;DMG-AYWJ-1;Bokujou Monogatari GB (Japan) (Rev A) (SGB Enhanced);False
7615154DC9AFB1A7D7D2FE63B76C68E4;DMG-B9X-0;Bomb Jack (Europe);True
FC2D9EB9479543614B6E3D0D63C359AA;DMG-HBA-0;Bomber Boy (Japan);False
2DD7CAC468422231AE2ABA980E4C4691;DMG-BIA-0;Bomber King - Scenario 2 (Japan);True
9FB9C42CF52DCFDCFBAD5E61AE1B5777;DMG-ABCJ-0;Bomber Man Collection (Japan) (SGB Enhanced);False
2CAD6EE6DF3402AEB8F8AB7921517779;DMG-EEJ-0;Bomber Man GB (Japan) (SGB Enhanced);False
7E4C9C3620BEA7B633394BEB67E9680B;DMG-AB2P-0;Bomberman GB (USA, Europe) (SGB Enhanced);False
4AB78239E79BA059D0D7AA7A629A9474;DMG-AB2J-0;Bomber Man GB 2 (Japan) (SGB Enhanced);True
3ADDAB2611566AB072FC996F8A81B224;DMG-AB3J-0;Bomber Man GB 3 (Japan) (SGB Enhanced);False
79D6E6515905EC3FBCBD9E50FF469000;DMG-GKE-0;Bonk's Adventure (USA);True
B73D76599E3D7F979A99BBA5F1C92ADD;DMG-RJE-0;Bonk's Revenge (USA) (SGB Enhanced);True
D17AA3DD0A52BC3DC03BFE20F27C8B07;DMG-B8J-0;Booby Boys (Japan);True
3B051DF77605172195DCFF97C2C935CC;DMG-ASE-0;Boomer's Adventure in ASMIK World (USA);False
0EB1920C5559F8A87B416739F192BA98;DMG-PUJ-0;Bouken! Puzzle Road (Japan);False
800C1A8F99BEA585490673352B5F11F4;DMG-BDE-0;Boulder Dash (Europe);False
7068DF6F82EC8CBA4CBE36CC21B86DF0;DMG-BDA-0;Boulder Dash (Japan);False
6A3E04A78132D5DAAB4EE4DF860CF48A;DMG-BXA-0;Boxing (Japan);False
239FD20F424EE53D2F11018DBD942DF4;DMG-SOE-1;Boxxle (USA, Europe) (Rev A);False
308ABD707A48EE9D69C287D818469FD6;DMG-SQE-0;Boxxle II (USA, Europe);True
76BE24B2A33617DAD679F40A29B0B0FF;DMG-RPX-0;David Crane's The Rescue of Princess Blobette Starring A Boy and His Blob (Europe);False
81F7DEE7546E630DE075A3397349EFB8;DMG-RPE-0;David Crane's The Rescue of Princess Blobette Starring A Boy and His Blob (USA);True
56F304DBD0045521271DE857FFC77FBE;DMG-ABRJ-0;Brain Drain (Europe) (SGB Enhanced);True
DED286DC9FB5708292F01DB0839E0102;DMG-ABRP-0;Brain Drain (Japan) (SGB Enhanced);True
0C7BEEAD4F65E97A23B718CE20A1BF55;DMG-ABRE-0;Brain Drain (USA) (SGB Enhanced);True
77C1E3543A7F4A75A50EFBB91C2718C2;DMG-BWX-0;Brain Bender (Europe);False
63BBFCE4FB22F4B77E68CC67F02C4B05;DMG-BWE-0;Brain Bender (USA);True
D8E5252704CF0681A7F737D599526591;DMG-D4E-0;Bram Stoker's Dracula (USA, Europe);True
797580A91CF9DC710C37F5AF04DBBCA5;DMG-ABXE-0;BreakThru! (USA);True
2EC376FB2B9565F20475D7007134B9E2;DMG-B2A-0;Bubble Bobble (Japan);False
11C49D405EEF2174D9C14682204BB458;DMG-B2E-0;Bubble Bobble (USA, Europe);True
09DBAD535406168486B8B688CAF33A9C;DMG-LXA-0;Bubble Bobble Junior (Japan);True
8BBB9BA0D72548706E4E5EBA1B3A9FE1;DMG-LXE-0;Bubble Bobble Part 2 (USA, Europe);True
E4BA52D3C6D5CD7AAD2D3C398C9B7A0E;DMG-BGJ-0;Bubble Ghost (Japan);True
7F970D79F06CFB4270DEA4B051277098;DMG-BGE-0;Bubble Ghost (USA, Europe);False
CD1FA506EEA7590B0B24B6BDD153FFA9;DMG-ABBP-0;Bubsy II (Europe);False
C80413993CB4A5B79C9CDD04235010DD;DMG-ABBE-0;Bubsy II (USA);True
32628DD7B39919A3A5AB77B245CD6B63;DMG-AWBJ-0;Bugs Bunny Collection (Japan) (SGB Enhanced);True
D7DA0896F856630A011AC160589912CE;DMG-AWBJ-1;Bugs Bunny Collection (Japan) (Rev A) (SGB Enhanced);True
43189B859C0036119F233D46B1F2E9FD;DMG-BBE-0;Bugs Bunny Crazy Castle, The (USA, Europe);False
8963803E642DBFBE4F5F3BC5A567785D;DMG-BYE-0;Bugs Bunny Crazy Castle 2, The (USA);False
DD5AA6E85827A3CE6E4B7500E75A3262;DMG-BUE-0;Burai Fighter Deluxe (USA, Europe);False
90A34D9897ACB1E78E00D6D5A2AF419F;DMG-BUA-0;Burai Senshi Deluxe (Japan);False
9627134CA3EA6E885275D30460CE3563;DMG-GMA-0;BurgerTime Deluxe (World);False
CB0A5D103C01D1D82D324602A45DD21B;DMG-GVA-0;Burning Paper (Japan);True
FA91ADC7023E03F97EC36F66876A569E;DMG-ABUP-0;Bust-A-Move 2 - Arcade Edition (USA, Europe);False
2B1221E85B545BBA7E2291FEDE03FD96;DMG-A3VP-0;Bust-A-Move 3 DX (Europe);True
D97F34C22A179FB4094ACBC05616F565;DMG-AGE-0;Buster Bros. (USA);False
7E6C999C8B4BD0E7030977C7FA73C75C;DMG-CDJ-0;Hiden Inyou Kikouhou - Ca Da (Japan);True
679555396BCE8BEAB58D4B79ACB966BF;DMG-CAJ-0;Cadillac II (Japan);True
8425E6AA8E841B8A6192476AC600EA81;DMG-CEX-0;Caesars Palace (Europe) (En,Fr,De,Es,It);False
B0EF8B9F2EA3E0898B8298A6F076064A;DMG-CEJ-0;Caesars Palace (Japan);True
CCD1192A634C3358352172ABFEB7FB9E;DMG-CEE-0;Caesars Palace (USA);True
9C9679E4DA4DAA2EE22F1C35EEF03CAD;DMG-CEE-1;Caesars Palace (USA) (Rev A);False
4ADF20CF4CED9FA2512578C133AD269F;DMG-HHJ-0;Capcom Quiz - Hatena no Daibouken (Japan);False
DD5D45D9F8722F8DED9AB85097DAA4E5;DMG-VPE-0;Captain America and the Avengers (USA);False
D4CE04DB5F2E259967C01A8BBD9792FC;DMG-ACTJ-0;Captain Tsubasa J - Zenkoku Seiha e no Chousen (Japan) (SGB Enhanced);True
844633E79CCFE6B7D8D2DA958E708E7C;DMG-T5J-0;Captain Tsubasa VS (Japan);False
E46274F5C7A7E2F7816174E32DA48FDB;DMG-CGA-0;Card Game (Japan);False
7A60B2DCA975ECD7166FD390CB9E3238;DMG-ACFP-0;Casino FunPak (USA, Europe);False
A614BBD7851374A870E57F43896FFE0E;DMG-ACEP-0;Casper (Europe);True
792C706A0ADDEBED39D177077A1CAAC0;DMG-ACEE-0;Casper (USA);True
3502BE0DA5D444EC144AAE9CE1409E0D;DMG-CJX-0;Castelian (Europe);True
21CC47B68FC7C9C56EF3393DBE528600;DMG-CJE-0;Castelian (USA);True
03CE24437224FF296A71F402663A0EE9;DMG-QHX-0;Castle Quest (Europe);True
7C0CBB81025DEED9E32ECDCA5F1BB482;DMG-CVX-0;Castlevania - The Adventure (Europe);False
0B4410C6B94D6359DBA5609AE9A32909;DMG-CVE-0;Castlevania - The Adventure (USA);True
7C65E9DA405D2225D079F75E56276822;DMG-CWE-0;Castlevania II - Belmont's Revenge (USA, Europe);True
1475824E7262C0D6359F43C287E034A5;DMG-ADNE-0;Castlevania Legends (USA, Europe) (SGB Enhanced);True
5A75FE8DE54E4CBD09CAE23F050F6965;DMG-PME-0;Catrap (USA);True
10D92861E262069CE31559E12B927AA0;DMG-KNJ-0;Cave Noire (Japan);True
9C3AFF83A957D13E393F99CFF8445271;DMG-AC4E-0;Centipede (USA);True
2F1F67663193E3107E028E570A7CCD86;DMG-CZE-0;Centipede (USA, Europe);False
A5CCB24492F40038CD5C2BB00EF6E150;DMG-A3J-0;Chachamaru Boukenki 3 - Abyss no Tou (Japan);True
48FA05F3C1E7546A30C546C0A141C034;DMG-CCJ-0;Chachamaru Panic (Japan);False
BA50565630891680C9CF8B1827FCA429;DMG-A2SJ-0;Chalvo 55 - Super Puzzle Action (Japan);False
01214C42AA62B421E7CEF6B3E4511A5F;DMG-H4E-0;Championship Pool (USA);True
6884A31366F565CA25935E1FBA52EFBC;DMG-HQE-0;Chase H.Q. (USA, Europe);False
FB62E511419FF8EA89EE1CF558E7208A;DMG-EMX-0;Chessmaster, The (Europe);False
F04F23D228F03311545B1B3BB9B3B73C;DMG-EMA-0;Chessmaster, The (Japan);False
3DB9F9F0C5913D3C9F7B5D5FBF7B5E02;DMG-EME-0;Chessmaster, The (USA);True
6B6D4A25D3C1E2890B22271C44E62DBF;DMG-EME-1;Chessmaster, The (USA) (Rev A);True
648770B4FE55DBCD0D834536BB8685B0;DMG-ACMJ-0;Chibi Maruko-chan - Maruko Deluxe Theater (Japan) (SGB Enhanced);True
2843796ABF7CBA23556B0006F398C4FB;DMG-CMJ-0;Chibi Maruko-chan - Okozukai Daisakusen! (Japan);False
B8DB331900E2FF84A83EFA787A11131D;DMG-C2J-0;Chibi Maruko-chan 2 - Deluxe Maruko World (Japan);False
F91BD5EDF950B0D70DDFF98C1AA49F30;DMG-M3J-0;Chibi Maruko-chan 3 - Mezase! Game Taishou no Maki (Japan);False
69D05C64157F105855171EEB027ECCB3;DMG-C4J-0;Chibi Maruko-chan 4 - Kore ga Nihon Da yo! Ouji-sama (Japan);False
8E1D2E3B4F20361C496E93F8D2E08339;DMG-CXJ-0;Chiki Chiki Machine Mou Race (Japan);False
C6C1CE5F473FD6A31033878D32C885D4;DMG-AJCJ-0;Chiki Chiki Tengoku (Japan);True
022F61999868AA209E0A2F66BA4EE710;DMG-V4A-0;Choplifter II (Japan);False
24C35F0158E14746D45251B4216D8693;DMG-V4X-0;Choplifter II - Rescue & Survive (Europe);False
D5F88D0799C85B6D59F12542DA403691;DMG-V4E-0;Choplifter II - Rescue & Survive (USA);True
04A6E77D1FABCBE325882E4BD79D6D4B;DMG-AC3E-0;Choplifter III (Europe);False
C856CEE0ABFC387AAEF8C851CC2A67B8;DMG-AWAJ-0;Chou Mashin Eiyuu Den Wataru - Mazekko Monster (Japan) (SGB Enhanced);False
F67D293F77A27DE481C7541D6021A659;DMG-AWMJ-0;Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan) (SGB Enhanced);False
7D2C84BF29EC10488C8AE3B8018EDC8A;DMG-AYYJ-0;Chousoku Spinner (Japan) (SGB Enhanced);True
435B566A4B3745B0ACC5A976BEDD9245;DMG-QCE-0;Chuck Rock (USA, Europe);False
B33D6F65F4A566D715CE480BFFD004AD;DMG-Q5E-0;Cliffhanger (USA, Europe);False
1C0FAB1D2D046BEE898372BED404C31A;DMG-ACOJ-0;Collection Pocket (Japan) (SGB Enhanced);True
A61B0C0E0F0D9833CBA22811CAABD3BA;DMG-ANYE-0;College Slam (USA);True
2CC322A27530F6AAA09A35B2F14AEBD5;DMG-CNJ-0;Contra (Japan);True
8D885E185AD2A0CB5C9E3B152BD24583;DMG-ACSE-0;Contra - The Alien Wars (USA) (SGB Enhanced);True
7B1E0DD44871AA990780D93565FDB565;DMG-ACSJ-0;Contra Spirits (Japan) (SGB Enhanced);True
57B192B42B4E1945CC7F20C98F7E1DAB;DMG-OPE-0;Cool Ball (USA);True
0397DD31E902A4A04F04B847AD21317D;DMG-ACDP-0;Cool Hand (Europe);False
C2BD6566D434E175C308D99803922E3D;DMG-ACDX-0;Cool Hand (Europe) (Fr,De);False
1DDFF2C150456069776F8C79671CB9F7;DMG-QPX-0;Cool Spot (Europe);False
27D7C8AE7CC36C1D5DFD8BD15DF57E8D;DMG-QPE-0;Cool Spot (USA);False
79BB2BA29C937253DD964142713A7869;DMG-WLE-0;Cool World (USA, Europe);False
F3580F0BFCC3B39D94EEE79820C9946D;DMG-CTJ-0;Cosmo Tank (Japan);False
B340BAD71C781BD1394D95241ED1ADCE;DMG-CTE-0;Cosmo Tank (USA);True
