MD5;ROM Serial;Name (No-Intro);is_synthetic
377447C3F3199D7D58788B1192FD9FB1;CGB-B7PJ-0;Nakayoshi Cooking Series 2 - Oishii Panya-san (Japan);False
C40DCFF155901F2D6046FEC19017FE37;CGB-B7BJ-0;Nakayoshi Cooking Series 3 - Tanoshii Obentou (Japan);True
995CEBD28AAA5D94B8A230E9F22606B3;CGB-B3DJ-0;Nakayoshi Cooking Series 4 - Tanoshii Dessert (Japan);False
A03E3CD1A2C78BE11E3A52FE995CEC71;CGB-B3CJ-0;Nakayoshi Cooking Series 5 - Cake o Tsukurou (Japan);False
EB14F75BDA32D51B8F5751869743BF7A;DMG-B7HJ-0;Nakayoshi Pet Series 1 - Kawaii Hamster (Japan) (GB Compatible);True
C888149FE40D8D760CE490A74CA98263;DMG-B7UJ-0;Nakayoshi Pet Series 2 - Kawaii Usagi (Japan) (GB Compatible);False
EB8A8817E782CDDB4FE0474922A3405D;CGB-B7IJ-0;Nakayoshi Pet Series 3 - Kawaii Koinu (Japan);True
24590D82DA1C0D40B5D4F8E03E4CCA94;CGB-B7NJ-0;Nakayoshi Pet Series 4 - Kawaii Koneko (Japan);True
8D222A58636551F679177E37C83EB134;CGB-B2HJ-0;Nakayoshi Pet Series 5 - Kawaii Hamster 2 (Japan);True
9AE9D43FC7EC5570BADF7A19AE006AFD;CGB-BNYJ-0;Naminori Yarou! (Japan) (NP);True
42E66DD2C0470D98487EF364E7DAF710;CGB-BN2P-0;NASCAR 2000 (USA, Europe);True
5779B8A387C10D39FAF8FD55632375C7;CGB-VNCE-0;NASCAR Challenge (USA) (Rumble Version);True
D8800AFECF6C190119F508D450F456DF;CGB-BNHE-0;NASCAR Heat (USA);True
144AB8295663F4DC4BCD810C5CDAFE60;CGB-BNRE-0;NASCAR Racers (USA);True
09419D9ABA3B31D36C09D08D2C1555F8;CGB-BNLP-0;Nations, The - Land of Legends (Europe) (En,De);True
8CBB9B7401BE513C913A3A54EEE0DA54;DMG-ACVE-0;NBA 3 on 3 featuring Kobe Bryant (USA) (SGB Enhanced) (GB Compatible);True
E7719BB0D0619E2E5FB10DAB75F78654;CGB-BHIE-0;NBA Hoopz (USA);True
B3A3B81D16BF534AFE80200995DFC683;DMG-ANZE-1;NBA In the Zone (USA) (Rev A) (SGB Enhanced) (GB Compatible);True
E3C757E5F4261E962CACC8A999EC0F87;CGB-AJ7P-0;NBA In the Zone 2000 (Europe);False
8B3958E2D61921C787C9A40F4D3F13C0;CGB-A7JE-0;NBA In the Zone 2000 (USA);True
1B543C5D0263730A3B862A02BB46F9A1;DMG-AJMP-0;NBA Jam '99 (USA, Europe) (GB Compatible);False
14BFCE85AF0AE19AFFBDCEF23A9D6BAF;CGB-BJAP-0;NBA Jam 2001 (USA, Europe);False
C6CC317C220B2DE231CE6DB9AF40BD83;DMG-ANZP-0;NBA Pro '99 (Europe) (SGB Enhanced) (GB Compatible);False
E89653BD33D07E1A50A3FF78C2818A53;CGB-AA5E-0;NBA Show Time - NBA on NBC (USA);True
77893D4574B1013A0699C4199C271B8A;CGB-BMVJ-0;Net de Get - Minigame @ 100 (Japan);True
7F9DBAFD6D16957E9687F89E33765F0B;CGB-BAUJ-0;Network Boukenki Bugsite - Alpha Version (Japan);False
3C6B37B6162D599E3554689500B23AF1;CGB-BBUJ-0;Network Boukenki Bugsite - Beta Version (Japan);True
2D2A8314F789D490BF83ED3C44538FE3;CGB-BAIP-0;New Addams Family Series, The (Europe) (En,Fr,De,Es,It,Pt);True
314CF4F2802B6972AA37C7964F5F0159;DMG-AXFP-0;New Adventures of Mary-Kate & Ashley, The (USA, Europe) (GB Compatible);False
4B64F2A44700D5BF9DC0A25A64A9EBB0;CGB-BBBP-0;New Batman Adventures, The - Chaos in Gotham (Europe) (En,Fr,De,Es,It,Nl);True
3D818762AA83330CE4426F8005CC374B;CGB-BBBE-0;New Batman Adventures, The - Chaos in Gotham (USA);True
2022AE2CB1BBD83EDEFA3A5BDF2A2B72;DMG-ABZP-0;NFL Blitz (USA) (GB Compatible);True
331CD9F6AFA7EAB03157A35897AF846E;DMG-ABZP-1;NFL Blitz (USA, Europe) (Rev A) (GB Compatible);False
5A192FFF3DB17B8FB1ED19867D4BE13A;CGB-AX2E-0;NFL Blitz 2000 (USA);True
4F4AD5F3389DA1FC85AF38CF770D4556;CGB-BLIE-0;NFL Blitz 2001 (USA);True
2565FDADFB12B92B60B535CEC6492041;DMG-ANRP-0;NHL 2000 (USA, Europe) (SGB Enhanced) (GB Compatible);True
39F214540D2042865211E07C0536CC14;CGB-ANEE-0;NHL Blades of Steel (USA);True
51518F30EB5E6190671017FC9807016D;CGB-ANVE-0;NHL Blades of Steel 2000 (USA);True
1D0044523075AB0308C598286F804402;CGB-BNTE-0;Nicktoons Racing (USA);True
2CA1D1DD8B0DCCFB129D31987ED81E5F;CGB-BNAJ-0;Nintama Rantarou - Ninjutsu Gakuen ni Nyuugaku Shiyou no Dan (Japan);True
5C7ECB62A755CE577E7D8A943838D45F;CGB-BNPJ-0;Nisemon Puzzle da Mon! - Feromon Kyuushutsu Daisakusen! (Japan);True
3634A0799DF59541607D3240C4A3295B;CGB-BKFP-0;No Fear - Downhill Mountain Biking (Europe);True
F8A6836A0F3448FAE3F2E79BA1D32769;DMG-AGYJ-0;Nobunaga no Yabou - Game Boy Ban 2 (Japan) (SGB Enhanced) (GB Compatible);False
A67CB573673F041098F23F868A153019;CGB-AZEP-0;Noddy and the Birthday Party (Europe) (En,Fr,De,Es);False
9017EBE4C004FD9597557E28D711316A;CGB-BNSE-0;NSYNC - Get to the Show (USA);True
5B40590960C204EFD6303B2E89A0CC10;CGB-VVJJ-0;Nushi Tsuri Adventure - Kite no Bouken (Japan) (Rumble Version);True
7784FF1A16B15E8E55A6B43159CC1774;CGB-BUIP-0;O'Leary Manager 2000 (Europe) (En,Fr,De,Es,It,Nl,Ca);True
627C3542307661990802806EBD0ACD90;DMG-AOWE-0;Oddworld Adventures II (USA) (En,Fr,De,Es,It) (GB Compatible);True
521F0E017A4266355F3F4DC015F1DD46;CGB-BD5J-0;Ohasuta Dance Dance Revolution GB (Japan);True
C50667BAEE3E2ABDB1588394CC5D4534;DMG-AOSJ-0;Ohasuta Yama-chan & Raymond (Japan) (SGB Enhanced) (GB Compatible);False
8F43BC56783F98E97FE7F51603C1A025;CGB-BLSJ-0;Oide Rascal (Japan);True
A4DF533C6B9B3423F71385E68BD5C421;DMG-BOJJ-0;Ojarumaru - Mangan Jinja no Ennichi de Ojaru! (Japan) (GB Compatible);True
5C3A09F365CFA467A11F14075B0D5517;DMG-BORJ-0;Ojarumaru - Tsukiyo ga Ike no Takaramono (Japan) (GB Compatible);True
2382EDC04A323A227EA793E33C749C79;CGB-BOMD-0;Original Moorhuhn Jagd, Die (Germany);False
03E6A11B8040B4D56B3C1402C92BBF6D;DMG-AO7J-0;Othello Millennium (Japan) (GB Compatible);False
BBF9B39219ECEC88BEA41B98C8352634;DMG-AAZJ-0;Other Life - Azure Dreams GB (Japan) (SGB Enhanced) (GB Compatible);False
4713C80F75168F12D7582E63ABB6EDEF;CGB-BOTD-0;Ottifanten - Kommando Stoertebeker (Germany);True
660FD044F1E744B8A208FC91481C030D;DMG-AZWJ-0;Ou Dorobou Jing - Angel Version (Japan) (SGB Enhanced) (GB Compatible);True
D106D2513AA3BCF6BA34B7F8CBBFFE28;DMG-AZKJ-0;Ou Dorobou Jing - Devil Version (Japan) (SGB Enhanced) (GB Compatible);True
97A3474440373AF59774D611D5C52C27;DMG-AYIJ-0;Owarai Yoiko no Geemumichi - Oyaji Sagashite 3 Choume (Japan) (SGB Enhanced) (GB Compatible);True
B81DDB7D86302384EFE1675F75CC35F6;DMG-AACE-0;Pac-Man - Special Color Edition (USA) (SGB Enhanced) (GB Compatible);True
8FD828532500C3D3E893FE86B725ADE3;DMG-AACP-0;Pac-Man - Special Colour Edition (Europe) (GB Compatible);True
20291BD45093D28B32358527EB9611C5;DMG-AXAJ-0;Pachinko CR Mouretsu Genshijin T (Japan) (GB Compatible);True
B12265F9C7139A51D55D354AA5ADE32A;DMG-AYEJ-0;Pachinko Hisshou Guide - Data no Ousama (Japan) (GB Compatible);True
0AA1877A6A6DD4C8230FABADA9EA9249;DMG-ANPJ-0;Pachipachi Pachisurou - New Pulsar Hen (Japan) (SGB Enhanced) (GB Compatible);True
EE133AB2F9EA5B18E9A19CE9B599A883;CGB-AYPP-0;Paperboy (USA, Europe);True
59F3F8585CFC12876DB9A27018D41F78;CGB-AY9P-0;Papyrus (Europe) (En,Fr,De,Es,It,Nl);True
7DAE13AF3D7373116E7C7558BC402BEF;CGB-BPQJ-0;Perfect Choro Q (Japan);True
840E1DDB2696ECAE487FD264A3C34581;CGB-VPDP-0;Perfect Dark (USA, Europe) (En,Fr,De,Es,It) (Rumble Version);False
A20D6884A7D6BC5610EF4078A72CE460;DMG-BKZJ-0;Phantom Zona (Japan) (SGB Enhanced) (GB Compatible);False
51825ECAA3162A1C871FE67E4A83F0B9;CGB-B22J-0;Pia Carrot e Youkoso!! 2.2 (Japan);True
D6DCE5C8DC02CE77D58F8852653E42E4;DMG-AFLP-0;Pitfall - Beyond the Jungle (USA, Europe) (GB Compatible);False
AE9B4ED5CD8C80029A3C01096963EE19;DMG-AFLJ-0;Pitfall GB (Japan) (GB Compatible);True
5F1DC921DF67DE60D3F6EF1A44870142;CGB-BYNP-0;Planet of the Apes (Europe) (En,Fr,De,Es,It,Nl);True
A55B8D588BBAA4EBCB4D53DBB534329F;CGB-BYNE-0;Planet of the Apes (USA) (En,Fr,De,Es,It,Nl);False
C954D72F5A9131667AAA06AE185638B4;CGB-BFBP-0;Player Manager 2001 (Europe) (En,Fr);True
5B5F4BBEC087ABC00CE1F834A86BDAE3;CGB-A9BJ-0;Pocket Billiards - Funk the 9 Ball (Japan);True
2F6B6379F8C7CE5D66A198162F345EAA;DMG-AKQP-0;Pocket Bomberman (USA, Europe) (SGB Enhanced) (GB Compatible);False
7B29BF304BE1F747C83CF516239B9C61;DMG-AVBJ-0;Pocket Bowling (Japan) (GB Compatible);True
8D9C413F30885BE0BB0FE08A1817C842;DMG-AVBE-0;Pocket Bowling (USA) (GB Compatible);True
6F39124A6DFC3AAA28813286054A5FCB;CGB-A3AJ-0;Pocket Color Billiards (Japan);True
8F293537E992CB718F0D055C6D08F882;DMG-AC6J-0;Pocket Color Block (Japan) (SGB Enhanced) (GB Compatible);True
5416DFAE15DB78CBBB6525051451C284;DMG-A2AJ-0;Pocket Color Mahjong (Japan) (GB Compatible);True
315DCDF71E7AF8287FF71C9A79AA8280;DMG-A4CJ-0;Pocket Color Trump (Japan) (GB Compatible);True
ED002E5B29F7082A6A37191BF5AF1D08;CGB-APJJ-0;Pocket Cooking (Japan);False
EC64D367CDC02CFB9019D058AB5A0FDB;DMG-AP8J-0;Pocket Densha 2 (Japan) (SGB Enhanced) (GB Compatible);False
C9799917BF3C583453B3DA3CD5547398;CGB-HF2J-0;Pocket Family GB2 (Japan);False
D864D40E51FEA6C3ED7E4E340F4613FD;DMG-APUJ-0;Pocket GI Stable (Japan) (SGB Enhanced) (GB Compatible);True
0EE28078D6270DF663647E8A3E3FEAF6;CGB-A7GJ-0;Pocket GT (Japan);True
3ABB1CEB5E276926147B127002AA5B92;CGB-A6PJ-0;Pocket Hanafuda (Japan);True
D9FFED48998C978D6BAD4A23AE2567B9;DMG-AV5J-0;Pocket King (Japan) (SGB Enhanced) (GB Compatible);True
A42BFEF360186003C6A8A617581A1155;CGB-AQIJ-0;Pocket Lure Boy (Japan);True
9C3AE66BFFB28EA8ED2896822DA02992;CGB-BXTJ-0;Pocket Monsters - Crystal Version (Japan);False
F5E14B069EADDEE42735572BD23F7EF8;CGB-AAXK-0;Pocket Monsters Eun (Korea);False
82BD1D9171E60F147D9EEEA13EF07A12;CGB-AAUK-0;Pocket Monsters Geum (Korea);False
1ABB25D01DBEB20F104E44364F56FE03;DMG-AAXJ-0;Pocket Monsters Gin (Japan) (SGB Enhanced) (GB Compatible);True
75519C8B57CEA3AC91133B3DEC7658DE;DMG-AAXJ-1;Pocket Monsters Gin (Japan) (Rev A) (SGB Enhanced) (GB Compatible);False
85BE569FE89F58C40F60480313314C67;DMG-AAUJ-0;Pocket Monsters Kin (Japan) (SGB Enhanced) (GB Compatible);False
79AECE8A042E4FA57ABA9455C4D21A97;DMG-AAUJ-1;Pocket Monsters Kin (Japan) (Rev A) (SGB Enhanced) (GB Compatible);True
84EEDE6BB298DD354F251ECCB1259316;CGB-BP9P-0;Pocket Music (Europe) (En,Fr,De,Es,It);True
BB5562D1DE66E525271D4673D1376273;CGB-AJVJ-0;Pocket Pro Wrestling - Perfect Wrestler (Japan);False
3435EA990961400835B057465CE1CA66;CGB-BPPJ-0;Pocket Pro Yakyuu (Japan);True
DE204AD9AE3E29CF2C06CEB372EC9CD2;DMG-AYSJ-0;Pocket Puyo Puyo Sun (Japan) (SGB Enhanced) (GB Compatible);False
AEF66E8A7C75323AE0981FF5A20722A4;CGB-BPYJ-0;Pocket Puyo Puyo-n (Japan);True
B8BE3A0807B09038D4FEB48DC2AB1E70;CGB-BPKP-0;Pocket Racing (Europe);True
03DA498C5503D8747DC1ECCF1101FCE3;CGB-BPSP-0;Pocket Soccer (Europe) (En,Fr,De,Es,It,Pt);True
9F2922B235A5EEB78D65594E82EF5DDE;CGB-BYTE-0;Pokemon - Crystal Version (USA, Europe);True
301899B8087289A6436B0A241FBBB474;CGB-BYTE-1;Pokemon - Crystal Version (USA, Europe) (Rev A);False
8A626340F6B16BA45C1D4E07F2134875;CGB-BYTS-0;Pokemon - Edicion Cristal (Spain);True
9462BC81907E38C59ACCCD739690E6F9;DMG-AAUS-0;Pokemon - Edicion Oro (Spain) (SGB Enhanced) (GB Compatible);True
2D83FB454DD5687A802425C501854DC2;DMG-AAXS-0;Pokemon - Edicion Plata (Spain) (SGB Enhanced) (GB Compatible);True
A6924CE1F9AD2228E1C6580779B23878;DMG-AAUE-0;Pokemon - Gold Version (USA, Europe) (SGB Enhanced) (GB Compatible);False
7542EC9B695D4FE38ADFDAAA57364D83;DMG-AAUD-0;Pokemon - Goldene Edition (Germany) (SGB Enhanced) (GB Compatible);True
A35C0FA2E3B3D1C1779CD9F2352BC427;CGB-BYTD-0;Pokemon - Kristall-Edition (Germany);True
F1F013CD591BC4EA77305BBC9F8CBB3C;DMG-AAXD-0;Pokemon - Silberne Edition (Germany) (SGB Enhanced) (GB Compatible);True
2AC166169354E84D0E2D7CF4CB40B312;DMG-AAXP-0;Pokemon - Silver Version (USA, Europe) (SGB Enhanced) (GB Compatible);True
72448FE75F534F70CD90469DA95EF76F;DMG-AAXF-0;Pokemon - Version Argent (France) (SGB Enhanced);True
45D988BDB6CFCC334134DD212CEFB7B8;CGB-BYTF-0;Pokemon - Version Cristal (France);True
9AF19423C5FA3DBE4FDCC78D2BC7D1C0;DMG-AAUF-0;Pokemon - Version Or (France) (SGB Enhanced) (GB Compatible);True
9357C3DAB850692AC8184CCF655D4EFD;DMG-AAXI-0;Pokemon - Versione Argento (Italy) (SGB Enhanced) (GB Compatible);True
7C513823F65B92A75E29067745839CC8;CGB-BYTI-0;Pokemon - Versione Cristallo (Italy);False
89BB59DC49B59B0CD30B7384D9860BB8;DMG-AAUI-0;Pokemon - Versione Oro (Italy) (SGB Enhanced) (GB Compatible);False
1633BEC4CABEC857C0EC67C99D2F982B;DMG-ACXJ-0;Pokemon Card GB (Japan) (SGB Enhanced) (GB Compatible);False
1134862E84110443190DF460351D4575;CGB-BP7J-0;Pokemon Card GB2 - GR Dan Sanjou! (Japan);True
510EB8C9DF5D3F71E01F5A7898A0A1F1;CGB-BPNJ-0;Pokemon de Panepon (Japan);True
3757C89C36BEC5E2093741A3E51D22DF;DMG-VPHP-0;Pokemon Pinball (Europe) (En,Fr,De,Es,It) (Rumble Version) (SGB Enhanced) (GB Compatible);False
852D68F167A5957F5E73954763F36ADA;DMG-VPHJ-0;Pokemon Pinball (Japan) (Rumble Version) (SGB Enhanced) (GB Compatible);False
FBE20570C2E52C937A9395024069BA3C;DMG-VPHE-0;Pokemon Pinball (USA) (Rumble Version) (SGB Enhanced) (GB Compatible);False
C7A879BEFD45BBC5CDAB7413D86FFF76;CGB-BPNP-0;Pokemon Puzzle Challenge (Europe) (En,Fr,De,Es,It);True
F9EC4CC3C9DF3887DC731CCF53663FFB;CGB-BPNE-0;Pokemon Puzzle Challenge (USA);True
7EB08EF6D67164251EEEABF537FEDCCB;DMG-AXQX-0;Pokemon Trading Card Game (Europe) (En,Es,It) (SGB Enhanced) (GB Compatible);True
4572F09B61A36E94762FF60CBE182834;DMG-AXQP-0;Pokemon Trading Card Game (Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible);False
219B2CC64E5A052003015D4BD4C622CD;DMG-AXQU-0;Pokemon Trading Card Game (USA) (SGB Enhanced) (GB Compatible);True
D0CA48AEE3FFB5FD44FC4D4359C5D44B;CGB-VPSE-0;Polaris SnoCross (USA) (Rumble Version);True
0A3DA06446D9A2C7E1EA8149C9026434;CGB-AOVE-0;Pong - The Next Level (USA, Europe);True
7A58B84E406BD4DF6B3C3B8807493AA8;CGB-BP8P-0;Pooh and Tigger's Hunny Safari (Europe) (En,Fr,De,Es,It,Nl);False
5F872189D58F841B5672D4CB11EC3BBB;CGB-BP8E-0;Pooh and Tigger's Hunny Safari (USA);True
10E6DCD0A350076E28B9C598C278B6A2;CGB-BPMJ-0;Pop'n Music GB (Japan);True
7E6D077D50879C57FF70891AAA312E80;CGB-BPAJ-0;Pop'n Music GB - Animation Melody (Japan);True
92978C96B2368E4AEBD84966AF8BD06F;CGB-BPDJ-0;Pop'n Music GB - Disney Tunes (Japan);True
A96E95E150E34DB6080724C5EEEC1348;CGB-BPIP-0;Pop'n Pop (Europe);True
33A1389FB8BDC2C4CAA3859213140C79;CGB-BJPJ-0;Pop'n Pop (Japan);True
8765EE1FE94C16E934EA0D004291E8B0;CGB-BAVE-0;Portal Runner (USA);True
5AB6B2A6F4C48AA8A1E77E31370CDCB3;DMG-AVVJ-0;Power Pro Kun Pocket (Japan) (SGB Enhanced) (GB Compatible);False
38D51BE26C98E1A89CACE0D4F0684F72;DMG-AVVJ-1;Power Pro Kun Pocket (Japan) (Rev A) (SGB Enhanced) (GB Compatible);False
2C03CC138BE009ED83F036F919FF8F0A;DMG-BPWJ-0;Power Pro Kun Pocket 2 (Japan) (SGB Enhanced) (GB Compatible);False
3286D6B332EDFB46D8504BCEBA7E55D7;DMG-APQP-0;Power Quest (Europe) (En,Fr,De,Es,It) (SGB Enhanced) (GB Compatible);False
AC1F4AD52996882C60CE83CAC01E9CCF;DMG-APQE-0;Power Quest (USA) (En,Fr,De,Es,It) (SGB Enhanced) (GB Compatible);False
C3C4B88E40538C1C99B85313BC88DF6D;CGB-BRSP-0;Power Rangers - Lightspeed Rescue (USA, Europe);False
7510FE2592ACCFA6CCD4745612E64F88;CGB-B4TP-0;Power Rangers - Time Force (USA, Europe);False
AFD9281EAC1EACD73C200CBC69F57B9E;CGB-BVBE-0;Power Spike - Pro Beach Volleyball (USA);True
258B7B8E4692D4204DF470487EF2FC3D;CGB-BJJE-0;Powerpuff Girls, The - Bad Mojo Jojo (USA);True
4B9D82D91A575CF96657383A26505EFF;CGB-BJJE-1;Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev A);False
C73B80F668E138C6828C9BCCA13A13BA;CGB-BJJE-2;Powerpuff Girls, The - Bad Mojo Jojo (USA) (Rev B);False
565B748F3EE16464BEBDE853770D39D2;CGB-BBHE-0;Powerpuff Girls, The - Battle Him (USA);True
57BCDE64A3005D4AAD8DF640F2B5F07C;CGB-BBHE-1;Powerpuff Girls, The - Battle Him (USA) (Rev A);False
967488FC18B9EE5140C33090FEDD7A79;CGB-BPTE-0;Powerpuff Girls, The - Paint the Townsville Green (USA);True
AEEC41031271F75B5E0B1D132B8A4505;CGB-BPTE-2;Powerpuff Girls, The - Paint the Townsville Green (USA) (Rev B);True
033DADE2CC761D6F360DAEECFF9D6F90;CGB-BNCP-0;Prince Naseem Boxing (Europe) (En,Fr,De);True
AFEEC69D5BA3AFA3CE2279FCDA944576;DMG-ARIP-0;Prince of Persia (USA, Europe) (En,Fr,De,Es,It) (GB Compatible);False
809059AD595BEC85FFC7BA37EBA29204;CGB-AVDE-0;Pro Darts (USA);True
C21DC91B8BA1032F7FE9D46FC23638EC;DMG-AA2J-0;Pro Mahjong Kiwame GB II (Japan) (SGB Enhanced) (GB Compatible);True
17138240C26791C06D557094D0A4D1F5;DMG-AQDJ-0;Pro Mahjong Tsuwamono GB (Japan) (SGB Enhanced) (GB Compatible);True
9D238ED036BB656ACF9765589119F68C;CGB-BMWJ-0;Pro Mahjong Tsuwamono GB2 (Japan);True
27AAEB747ED1E125582729BA82FE8C28;CGB-BPLE-0;Pro Pool (USA) (En,Fr,De);True
8FE6340C822DAA9CB07C7D8AB8509751;CGB-BPJE-0;Project S-11 (USA);True
BE7C823A2C6FEBA614AFA32606EDEBE5;DMG-AIQP-0;Puchi Carat (Europe) (SGB Enhanced) (GB Compatible);True
9F61847DDF25F5244257641BC971C1FD;DMG-ACUJ-0;Puchi Carat (Japan) (SGB Enhanced) (GB Compatible);True
FC327CDB1F787046DAE8A17305F10261;CGB-AVED-0;Pumuckls Abenteuer bei den Piraten (Germany);False
96D2795FD83F03986C5142EC288D384E;CGB-BPCD-0;Pumuckls Abenteuer im Geisterschloss (Germany);False
EC0985BDAD4B519C492F07F2D01F1613;DMG-AWYJ-0;Puyo Puyo Gaiden - Puyo Wars (Japan) (SGB Enhanced) (GB Compatible);True
C4354362E13A4DCDA40B063D96BD6580;DMG-BPZJ-0;Puzz Loop (Japan) (GB Compatible);True
27881DF91CFC52D1671E469F46475D8C;DMG-AA4J-0;Puzzle Bobble 4 (Japan) (GB Compatible);True
DD53D483612E848D5F636AAC67665F72;CGB-BP5J-0;Puzzle Bobble Millennium (Japan);True
5DAF6DA4A471C6B9517413EF25E498A5;DMG-BKUJ-0;Puzzle de Shoubuyo! Wootama-chan (Japan) (GB Compatible);True
90ECC5FB29CC95D58C33D44FE630D12E;DMG-AZQE-0;Puzzle Master (USA) (GB Compatible);True
CCDCB901229A2278D0BE673472F411B9;CGB-AZWP-0;Puzzled (Europe) (En,Fr,De);True
9108D1246F11D0E0F2CEC608E79EFD65;CGB-BP3E-0;Puzzled (USA);True
4A8E3506F98E01FCB0DA5073B83E4E35;CGB-BQTE-0;Q-bert (USA);True
95B284DF7BA2F862406F747B4CA7C380;CGB-AQYP-0;QIX Adventure (Europe);True
1C3D719F529C1BF57B5B798FC1F3BFE5;CGB-AQSJ-0;QIX Adventure (Japan);True
9E857E7A438ACD2E8D9965F49DD21411;DMG-AQTE-0;Quest - Fantasy Challenge (USA) (SGB Enhanced) (GB Compatible);True
81DD8A336E1B1B705235A7B20A536BC0;DMG-ACNP-0;Quest for Camelot (Europe) (En,Fr,De,Es,It,Nl) (SGB Enhanced) (GB Compatible);True
3B26DFC4E7C55CF86F4A4F3C18344AC7;DMG-ACNE-0;Quest for Camelot (USA) (En,Fr,Es) (SGB Enhanced) (GB Compatible);False
93FF3F6B4BFE0A138D8A8897899E8CB0;DMG-AQRE-0;Quest RPG - Brian's Journey (USA) (GB Compatible);True
F18339F4C836530BEA39086969D28964;DMG-AQUJ-0;Qui Qui (Japan) (GB Compatible);True
F0568C53B8EC915DDA258955A531F37B;DMG-ARUJ-0;R-Type DX (Japan) (En) (GB Compatible);True
DAE7B7625D41D8A06266B09924154BB2;DMG-AWHP-0;R-Type DX (USA, Europe) (GB Compatible);False
3C3F9F06B791DF796B55AC94F2188FF2;CGB-BISP-0;Rainbow Islands (Europe) (En,Fr,De,Es,It);True
24CF64CD73A98125FE476B8488054361;DMG-BRAJ-0;Raku x Raku - Mishin (Japan) (GB Compatible);True
F0BFBDED7125DD312EAF36D16C1556A1;DMG-ARPP-0;Rampage - World Tour (USA, Europe) (GB Compatible);True
617DCFAC99F28045B8F4C46B9D75B58E;CGB-AUTP-0;Rampage 2 - Universal Tour (USA, Europe);False
2ACEFE79C9813460F0CC80C45D73D0FF;CGB-AR5E-0;Rampart (USA);True
D240328FAACF5583804A30B7003743B3;DMG-AVTE-0;Rats! (USA) (En,Es) (GB Compatible);True
EA9F362F629124C9423A8D9BA933ECED;CGB-AYQP-0;Rayman (Europe) (En,Fr,De,Es,It,Nl);True
B941941050FC32406ECA4733926A3779;CGB-AYQE-0;Rayman (USA) (En,Fr,De,Es,It,Nl);True
DF15CF120BA0DB664ADAB8D52F0E4D57;CGB-BURJ-0;Rayman - Mister Dark no Wana (Japan);True
31DDDE6B4C72261181E428AC99103304;CGB-BRYP-0;Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It);True
FEB32471EA029A55D7BDEA7E0BDC6961;CGB-BRYE-0;Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It);False
C569CDA6FF220773EC5FCE7EA38EF777;CGB-BRPF-0;Razmoket a Paris, Les - Le Film (France);False
30A34DD920FA9F3C62B47EC5384052F0;CGB-BAGF-0;Razmoket, Les - 100% Angelica (France);True
2425ABDECFA70713B2671299D6A45751;CGB-BRTF-0;Razmoket, Les - Voyage dans le Temps (France);True
79F6386969A59D4974AECE5DC7ED1F3F;CGB-BRZE-0;Razor Freestyle Scooter (USA);True
219538ABD16CECADEE98AB57C7069376;CGB-AQOP-0;Ready 2 Rumble Boxing (Europe);False
D5961426B8EA089E2F74A91A747ACFDB;CGB-VRRE-0;Ready 2 Rumble Boxing (USA) (Rumble Version);False
1EBDCE25ED0E2607059D7D09530D4A7E;DMG-AECJ-0;Real Pro Yakyuu! - Central League Hen (Japan) (SGB Enhanced) (GB Compatible);False
CBB8140E3F755DBFF588E60DFF4A2D57;DMG-AEPJ-0;Real Pro Yakyuu! - Pacific League Hen (Japan) (SGB Enhanced) (GB Compatible);True
45A7802B724DC5431847F60F3E78A302;CGB-BRQE-0;Rescue Heroes - Fire Frenzy (USA);True
15B3CBE9A6FFD5B7C5047764798EA911;DMG-AVTP-0;Reservoir Rat (Europe) (En,Fr,De,Es,It) (GB Compatible);True
8A7F483857E251D56A16594CA84D1A7E;CGB-BIOP-0;Resident Evil Gaiden (Europe) (En,Fr,De,Es,It);True
3C0C5FCEEBFF4D9730875A9362D26AA1;CGB-ARHE-0;Resident Evil Gaiden (USA);True
9C1CB86CCCB4FA2BBC6137A81D92A3B1;CGB-BNJP-0;Return of the Ninja (Europe);True
178EA5A9EBA6E7F35E894BAD1EC34F77;CGB-BNJE-0;Return of the Ninja (USA);True
86ED74283FE0071F8D3F05923051EFAB;DMG-ALBE-0;Revelations - The Demon Slayer (USA) (SGB Enhanced) (GB Compatible);True
CED299D2952AE83C7BBFBB64767E4634;CGB-BRNP-0;Rhino Rumble (USA, Europe);True
5CFEB93B86FBFE59D7C59E904DE3BB88;DMG-AXYP-0;Rip-Tide Racer (Europe) (En,Fr,De,Es,It) (GB Compatible);True
618BE0636A482B1C5E5898E7CB5F1BB3;CGB-BXSP-0;Road Champs - BXS Stunt Biking (USA, Europe);False
F5767F97F44365B703EAE78AFB7562E6;CGB-BRRP-0;Road Rash (USA, Europe);False
EC6D8099AA51ACC791E3846558C81EBB;DMG-ARRP-0;Roadsters Trophy (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible);True
79B84A54581CA90B245619522C09E523;DMG-ARRE-0;Roadsters Trophy (USA) (En,Fr,De,Es,It,Nl) (GB Compatible);True
A94939498326BEAEC405D3947A7CE2DF;CGB-BRHP-0;Robin Hood (Europe) (En,Fr,De,Es,It,Nl);True
