MD5;Name (No-Intro);Size;Dump Type;Good Dump;Date;Datter;Cart Serial;PCB;ROM Serial;Stamp
FDF704AFF61AD3E6848642241DDB6032;Marvin Strikes Back! (USA) (En,Fr,Es);2097152;Third Party;TRUE;01 01 1990;root;CGB-BLAE-USA;;;;
CC7639A2269210338B52E626096A99D9;Mary-Kate & Ashley - Get a Clue! (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;DMG-BXFP-EUR;DMG-A07-01;DMG-BXFP-0;;
D219A65AA70FD9E1E75C65BDF97913DA;Mary-Kate and Ashley - Crush Course (USA, Europe);1048576;Trusted Dump;TRUE;10 03 2014;BigFred;CGB-BCVP-UKV;DMG-A07-01;CGB-BCVP-0;9;
9D80032F7D8DDDB30AABF19455E9C6E3;Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;12 10 2010;root;DMG-BMAE-USA;;;;
9D80032F7D8DDDB30AABF19455E9C6E3;Mary-Kate and Ashley - Pocket Planner (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;11 03 2014;BigFred;DMG-BMAP-EUR;DMG-KFCN-01;DMG-BMAP-0;12;
9DE083FF607F9A8022FDE52D598160E8;Mary-Kate and Ashley - Winners Circle (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BHFP-EUR;DMG-A07-01;CGB-BHFP-0;;
9DE083FF607F9A8022FDE52D598160E8;Mary-Kate and Ashley - Winners Circle (USA, Europe);1048576;Trusted Dump;TRUE;12 10 2010;root;CGB-BHFP-EUR;;;;
A119452D83B0A2E72BFC0AC706325667;Mask of Zorro, The (Europe);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-AZRP-EUR;;;;
A0CEAF6EBF640A48E2BF54478D2E4A63;Mask of Zorro, The (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-AZRE-USA;;;;
8BF8F9A1E0080D257820EC5506A3FC8F;Mat Hoffman's Pro BMX (USA, Europe);1048576;Trusted Dump;TRUE;12 10 2010;root;CGB-BM5P-EUR;;;;
8BF8F9A1E0080D257820EC5506A3FC8F;Mat Hoffman's Pro BMX (USA, Europe);1048576;Trusted Dump;TRUE;07 11 2011;BigFred;CGB-BM5E-USA;;;8;
B717E9A48B44A5D367E8BCB4A5E68535;Matchbox Emergency Patrol (USA, Europe);2097152;Trusted Dump;TRUE;24 09 2012;BigFred;CGB-BEPP-EUR;DMG-A09-10;CGB-BEPP-0;;
F9BE99D213760BA2E9525ABEA1DE3CB6;Maus, Die (Europe) (En,Fr,De,Es);1048576;Trusted Dump;TRUE;15 01 2013;Tauwasser;CGB-ADXP-NOE;DMG-A07-01;CGB-ADXP-0;22;
0CD10ACB3C569FAECD01B9CED51021B2;Maus, Die - Verrueckte Olympiade (Germany);1048576;Trusted Dump;TRUE;15 01 2013;Tauwasser;CGB-BVOD-NOE;DMG-A07-01;CGB-BVOD-0;34;
184F5D0FBB190AE2D7242E0A7EC4A407;Maya the Bee & Her Friends (Europe) (En,Fr,De,Es) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AMVP-EUR;;;;
45DB77FB2F2923C33FF9D521D5EAECCE;Maya the Bee - Garden Adventures (Europe) (En,Fr,De,Es);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMJP-EUR;;;;
E6009A3556E22FA2F42134999759D366;McDonald's Monogatari - Honobono Tenchou Ikusei Game (Japan);2097152;Third Party;TRUE;10 04 2016;Tauwasser;CGB-BI9J-JPN;DMG-A03-10;CGB-BI9J-0;22;
C0FD19D90D3D876CC321074239C7334E;Medarot 2 - Kabuto Version (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;08 06 2016;xuom2;DMG-A2MJ-JPN;;;;
44090E5F80E30ABDDF264B170C236A9E;Medarot 2 - Kuwagata Version (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-A2NJ-JPN;;DMG-A2NJ-0;;
5F797C8C175237B9EF0D9A6888A4A239;Medarot 2 - Parts Collection (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;06 01 2016;xuom2;DMG-A7CJ-JPN;;;;
CBC55F3BB98F8C0443917AE477E56E51;Medarot 3 - Kabuto Version (Japan);4194304;Trusted Dump;TRUE;23 08 2014;BigFred;CGB-B32J-JPN;;CGB-B32J-0;;
DABFBDC9ABA5F2EDC21F884C52881E0D;Medarot 3 - Kuwagata Version (Japan);4194304;Third Party;TRUE;01 01 1990;root;;;;;
DABFBDC9ABA5F2EDC21F884C52881E0D;Medarot 3 - Kuwagata Version (Japan);4194304;Trusted Dump;TRUE;07 02 2017;xuom2;CGB-B3PJ-JPN;;;;
3B789F606B4B249F1557F55CF102D45E;Medarot 3 - Parts Collection - Z kara no Chousenjou (Japan);2097152;Third Party;TRUE;14 01 2010;kazumi213;;;;;
3B789F606B4B249F1557F55CF102D45E;Medarot 3 - Parts Collection - Z kara no Chousenjou (Japan);2097152;Trusted Dump;TRUE;07 02 2017;xuom2;CGB-B33J-JPN;;;;
C5EFFC311C2248D6DE58B487E729406B;Medarot 4 - Kabuto Version (Japan);4194304;Third Party;TRUE;01 01 1990;root;;;;;
C5EFFC311C2248D6DE58B487E729406B;Medarot 4 - Kabuto Version (Japan);4194304;Third Party;TRUE;31 03 2018;Tauwasser;CGB-B4MJ-JPN;DMG-A08-10;CGB-B4MJ-0;22;
7E9F03DCBF376FB935553684D6C7D8F5;Medarot 4 - Kuwagata Version (Japan);4194304;Trusted Dump;TRUE;01 08 2015;xuom2;CGB-B4NJ-JPN;;;;
6CC1CFBD1FC01B948E03F507C530260D;Medarot 5 - Susutake Mura no Tenkousei - Kabuto (Japan);4194304;Third Party;TRUE;11 09 2010;root;CGB-B5MJ-JPN;;;;
6CC1CFBD1FC01B948E03F507C530260D;Medarot 5 - Susutake Mura no Tenkousei - Kabuto (Japan);4194304;Trusted Modification;TRUE;10 10 2010;root;;;;;
11893F422BCFE26E22889A0FCDF61547;Medarot 5 - Susutake Mura no Tenkousei - Kuwagata (Japan);4194304;Trusted Dump;TRUE;11 09 2010;root;CGB-B5NJ-JPN;;;;
11893F422BCFE26E22889A0FCDF61547;Medarot 5 - Susutake Mura no Tenkousei - Kuwagata (Japan);4194304;Trusted Modification;TRUE;10 10 2010;root;;;;;
B1DBA18C324554A433893073599777A7;Medarot Cardrobottle - Kabuto Version (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;01 01 1990;root;DMG-A8CJ-JPN;;;;
B1DBA18C324554A433893073599777A7;Medarot Cardrobottle - Kabuto Version (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-A8CJ-JPN;;DMG-A8CJ-0;;
6EAB24805E2DEA9C991D679FD00A5D87;Medarot Cardrobottle - Kuwagata Version (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;01 01 1990;root;DMG-A9CJ-JPN;;;;
4681F5B931A2E60CA163FACD1ADF56ED;Mega Man Xtreme (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;11 11 2012;BigFred;BM6P;;;;
1F64989765F605D05CBD013E7FFCC352;Mega Man Xtreme 2 (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-B2XP-EUR;DMG-A06-01;CGB-B2XP-0;;
9F4382352A6FD43C844C3ACED7CD842A;Megami Tensei Gaiden - Last Bible (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
9F4382352A6FD43C844C3ACED7CD842A;Megami Tensei Gaiden - Last Bible (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;31 03 2018;Tauwasser;DMG-ALBJ-JPN;DMG-A06-01;DMG-ALBJ-0;20;
7E32DC8B60413CFAA24F941691E545D2;Megami Tensei Gaiden - Last Bible II (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-A2LJ-JPN;;;;
3A3E92C106A8674642E0EE3C0C793A9F;Meitantei Conan - Karakuri Jiin Satsujin Jiken (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-A4BJ-JPN;;DMG-A4BJ-0;;
3A3E92C106A8674642E0EE3C0C793A9F;Meitantei Conan - Karakuri Jiin Satsujin Jiken (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;02 08 2015;xuom2;DMG-A4BJ-JPN;;;;
F5325EAF1ECBF7CD6E1E561A3B5D77F7;Meitantei Conan - Kigantou Hihou Densetsu (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-A5BJ-JPN;;DMG-A5BJ-0;;
F5325EAF1ECBF7CD6E1E561A3B5D77F7;Meitantei Conan - Kigantou Hihou Densetsu (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;02 08 2015;xuom2;DMG-A5BJ-JPN;;;;
EA991B38B2A74D10C6D075F509D9B555;Meitantei Conan - Norowareta Kouro (Japan) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;01 01 1990;root;DMG-BC3J-JPN;;;;
42FF80B90350D30AAFE41EA2C71A79BF;Men in Black - The Series (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;DMG-AMNP-EUR;DMG-A07-01;DMG-AMNP-0;;
D99A820E6FABC76264EE1A08B41EF794;Men in Black 2 - The Series (Europe) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-BB2P-EUR;;;;
9CF75B247EC97B8838181AD75D5F983A;Men in Black 2 - The Series (USA) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-BB2E-USA;;;;
943D6C35C9B43494B90FFBDE49EAC53F;Merlin (Europe) (En,Fr,De,Es,It,Nl);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMBP-EUR;;;;
CD679208722A1C68EC9537394D6B2D35;MetaFight EX (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-A5MJ-JPN;;;;
7830328F323BD77D52A6985B1B10031F;Metal Gear - Ghost Babel (Japan);2097152;Third Party;TRUE;01 01 1990;root;CGB-BMGJ-JPN;;;;
7971C95AD9745FE20DF52E03CD52F636;Metal Gear Solid (Europe) (En,Fr,De,Es,It);4194304;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BMSP-EUR;DMG-A08-01;CGB-BMSP-0;;
7971C95AD9745FE20DF52E03CD52F636;Metal Gear Solid (Europe) (En,Fr,De,Es,It);4194304;Trusted Dump;TRUE;14 01 2012;BigFred;CGB-BMSP-EUR;;;;
F6DD1B1E5747412B9E5F25376C972D5A;Metal Gear Solid (USA);2097152;Trusted Dump;TRUE;30 04 2013;BigFred;CGB-BMGE-USA;;;;
82D17BEB1AEFD1B93621D6FA61DFA1CB;Metal Walker (USA) (GB Compatible);1048576;Third Party;TRUE;19 07 2014;BigFred;DMG-BM4E-USA;;;;
017CDE0DB5D27525AF84123F1CE81EDF;Metamode (Japan);2097152;Trusted Dump;TRUE;13 09 2014;BigFred;CGB-BTMJ-JPN;;;;
C1CF2D44F37A31FA7D5CDC7D523FD145;Mia Hamm Soccer Shootout (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMHE-USA;;;;
221D3B96DF7D86291B553A7CB4702DEC;Mickey's Racing Adventure (USA, Europe) (En,Fr,De,Es,It);4194304;Trusted Dump;TRUE;11 11 2012;BigFred;ARNP;;;;
221D3B96DF7D86291B553A7CB4702DEC;Mickey's Racing Adventure (USA, Europe) (En,Fr,De,Es,It);4194304;Trusted Dump;TRUE;08 12 2012;BigFred;CGB-ARNP-EUR;;;;
FF9B78E1F399FC2BD665B8A08BA27456;Mickey's Speedway USA (USA, Europe) (En,Fr,De,Es);4194304;Trusted Dump;TRUE;11 09 2012;Tauwasser;CGB-BSNP-EUR;DMG-A08-10;CGB-BSNP-0;;
A721520DF37C636ED924DBC268CDD753;Micro Machines 1 and 2 - Twin Turbo (USA, Europe);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-AT8P-EUR;DMG-A09-01;CGB-AT8P-0;;
B6EA71372C0ACB3CDC8CC64A4B2ADD2E;Micro Machines V3 (USA, Europe);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BM3P-EUR;DMG-A09-10;CGB-BM3P-0;;
AA7235FBDF5F0C7FB5A67BC6D24DD4DF;Micro Maniacs (Europe);2097152;Third Party;TRUE;01 01 1990;root;CGB-B3NP-EUR;;;;
C576F119CB3AD8AD7B5F18E6755232F3;Microsoft - The Best of Entertainment Pack (Europe);1048576;Third Party;TRUE;31 01 2016;BigFred;CGB-BMZP-EUR;;;;
81433716E1A23AEFE5DE0FC03EF55519;Microsoft - The Best of Entertainment Pack (USA);1048576;Third Party;TRUE;08 10 2010;BigFred;CGB-BMEE-USA;;;;
31F7A606B52E8D10FC010B4EFE9FB514;Microsoft Pinball Arcade (USA);1048576;Trusted Dump;TRUE;24 09 2012;BigFred;CGB-BMQE-USA;DMG-A07-01;CGB-BMQE-0;;
94716503C16F0387F9F78962BCA5B30C;Microsoft - The 6 in 1 Puzzle Collection Entertainment Pack (Europe) (En,Fr,De,Es,It);1048576;Third Party;TRUE;08 10 2010;BigFred;CGB-BMEP-EUR;;;;
45A4CEFCA0B17CA193869BF6D6134D7C;Microsoft - The 6 in 1 Puzzle Collection Entertainment Pack (USA);1048576;Trusted Dump;TRUE;08 10 2010;root;CGB-AZWE-USA;;CGB-AZWE-0;;
9F6135616B201739AF43236FCFD5C273;Millennium Winter Sports (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-A3HE-USA;;;;
8D2A6B487AADE7CA05696548C2EFB181;Minna no Shougi - Shokyuu Hen (Japan) (GB Compatible);1048576;Trusted Dump;TRUE;08 06 2016;xuom2;DMG-A7YJ-JPN;;;;
5323967B4E46C4A76EA3576675BE42AC;Minnie & Friends - Yume no Kuni o Sagashite (Japan);2097152;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BYKJ-JPN;DMG-A08-10;CGB-BYKJ-0;;
5323967B4E46C4A76EA3576675BE42AC;Minnie & Friends - Yume no Kuni o Sagashite (Japan);2097152;Trusted Dump;TRUE;10 10 2010;root;CGB-BYKJ-JPN;;;;
708F4C9E41D17B8F4FB11CC227FE9989;Missile Command (Europe);1048576;Trusted Dump;TRUE;28 03 2013;Tauwasser;CGB-ALCP-EUR;DMG-A07-01;CGB-ALCP-0;22;
1FC58F4E3A2437F4C20C9812162797D8;Missile Command (USA) (Rumble Version);1048576;Third Party;TRUE;01 01 1990;root;CGB-VLCE-USA;;;;
AFF1AA8C293DC5E26FA704EB1693DC0C;Mission Impossible (Europe) (En,Fr,De,Es,It);1048576;Third Party;TRUE;01 01 1990;root;CGB-AIMP-UKV;;;;
11454CE5A4AD703C29B3A8BDC8B5C3AB;Mission Impossible (USA) (En,Fr,Es);1048576;Third Party;TRUE;01 01 1990;root;CGB-AIME-USA;;;;
600C8C4D9FCC759DAE5055297B0EBB5F;Mizuki Shigeru no Shin Youkaiden (Japan);4194304;Third Party;TRUE;01 01 1990;root;CGB-BYPJ-JPN;;;;
FBF1FFE76883DFFCCA299228C81F171F;Mobile Golf (Japan);4194304;Trusted Dump;TRUE;28 03 2013;Tauwasser;CGB-BGOJ-JPN;DMG-A14-10;CGB-BGOJ-0;12;
AEF9B41FBC898A58FD2AAAEABC2787E9;Mobile Trainer (Japan);2097152;Trusted Dump;TRUE;01 01 1990;root;;;;;
AEF9B41FBC898A58FD2AAAEABC2787E9;Mobile Trainer (Japan);2097152;Trusted Dump;TRUE;08 06 2013;Tauwasser;CGB-B9AJ-JPN;DMG-A03-10;CGB-B9AJ-0;22;
88938327F7A5A8D11470D14D17F412B3;Momotarou Densetsu 1-2 (Japan);2097152;Trusted Dump;TRUE;09 03 2014;BigFred;CGB-BI2J-JPN;;;;
65DA43AEF4C10CFD8FEEE70E842A46AE;Monkey Puncher (Europe) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;01 01 1990;root;DMG-BSPP-EUR;;;;
92E01E78A83C86C22EE1DCBBF4C7C2F4;Monopoly (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-AHAJ-JPN;;DMG-AHAJ-0;;
5F1481260760C69843A61E9060AD7154;Monopoly (USA) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-ANOE-USA;;;;
26B03C986238C85BDA3ED8954115AA39;Monster AG, Die (Germany);1048576;Third Party;TRUE;01 01 1990;root;CGB-B4QD-NOE;;;;
D455F4AE266279DAA36F3F3E54569239;Monster Farm Battle Card GB (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;03 04 2014;Tauwasser;DMG-A6TJ-JPN;DMG-A08-01;DMG-A6TJ-0;0;
C9A1DAB66E0B13D5835C392437B16A5A;Monster Race 2 (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;06 01 2016;xuom2;DMG-AMWJ-JPN;;;;
31FC2F3DF8AA15F627574029C3CF03DA;Monster Rancher Battle Card GB (USA) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;01 01 1990;root;DMG-A6TE-USA;;;;
F55ED9E6A8FECE5220E9876FB515E222;Monster Rancher Explorer (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSOE-USA;;;;
9D1067C75DCBCE5AACABACABB06B95C4;Monster Traveler (Japan) (Rev A);4194304;Trusted Dump;TRUE;10 10 2010;root;CGB-BFVJ-JPN;;;;
F3DAA6CE7708668405674C735BEA9745;Monsters, Inc. (Europe) (En,Es,Nl);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-B4QX-EUR;;CGB-B4QX-0;;
D62E0C703BC1A84E0FCE512F4B9C46E7;Monsters, Inc. (Europe) (En,Fr,It);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-B4QY-EUU;;CGB-B4QY-0;;
5776965258EE78832E7EABC0DB66FF4B;Monsters, Inc. (USA, Europe);1048576;Trusted Dump;TRUE;28 10 2011;Tauwasser;CGB-B4QP-UKV;DMG-A07-01;CGB-B4QP-0;11;
5776965258EE78832E7EABC0DB66FF4B;Monsters, Inc. (USA, Europe);1048576;Trusted Dump;TRUE;28 10 2011;Tauwasser;CGB-B4QE-USA-1;DMG-A07-01;CGB-B4QE-0;22;
EE44254C96FA9318A26A1A5B0A9B48FE;Montezuma's Return! (Europe) (En,Fr,De,Es,It) (GB Compatible);524288;Trusted Dump;TRUE;01 01 1990;root;DMG-AZMP-EUR;;;;
EE44254C96FA9318A26A1A5B0A9B48FE;Montezuma's Return! (Europe) (En,Fr,De,Es,It) (GB Compatible);524288;Trusted Dump;TRUE;14 01 2012;BigFred;DMG-AZMP-EUR;;;;
5F821976274F5E6147F2354A6D01F098;Montezuma's Return! (USA) (En,Es) (GB Compatible);524288;Third Party;TRUE;01 01 1990;root;DMG-AZME-USA;;;;
F7034B8297393FA04D9752D461F749A5;Moomin no Daibouken (Japan);2097152;Third Party;TRUE;01 01 1990;root;CGB-A36J-JPN;;;;
517EF53718009B20D7BF7771AEF191DD;Moomin's Tale (Europe) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-AM9P-EUR;;;;
7E8280463D7AC79662D8BE587BB6B766;Moorhen 3 - The Chicken Chase! (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-BU4P-NOE;;CGB-BU4P-0;;
B5FE88BBDE541C28625E32B83239E6F0;Moorhuhn 2 - Die Jagd geht weiter (Germany);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BDED-NOE;DMG-A06-01;CGB-BDED-0;;
7311F937A542BAADF113E9115158CDE3;Mortal Kombat 4 (Germany) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;01 11 2011;Tauwasser;DMG-A4KD-NOE;DMG-A07-01;DMG-A4KD-0;34;
168AE412B379786F7DF07BD8231BAF44;Mortal Kombat 4 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;12 10 2010;root;DMG-A4KP-EUR;;;;
4D08E5553356AECD728B5EF7D78EE261;Motocross Maniacs 2 (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-AMHE-USA;;;;
83B67B8A10F704A9E3E7CA3814E5B3CA;Mr Nutz (Europe) (En,Fr,De,Es,It,Nl);1048576;Third Party;TRUE;01 01 1990;root;CGB-ANUP-NOE;;;;
9BA7B607EC310589C5CCFB1A8149DF59;Mr Nutz (USA) (En,Fr,Es);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-ANUE-USA;;CGB-ANUE-0;;
B4C21D6CF67F5742EF3A19860EB31D2E;Mr. Driller (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMDJ-JPN;;;;
76FA4014BFBB0EE2B63267AF7AC373F2;Mr. Driller (USA);1048576;Trusted Dump;TRUE;09 03 2014;BigFred;CGB-BMDE-USA;;;;
4D090CEAA53D571DB00D7160CA4BE69D;Ms. Pac-Man - Special Color Edition (USA) (SGB Enhanced) (GB Compatible);524288;Third Party;TRUE;01 01 1990;root;DMG-AOCE-USA;;;;
A57D5976214D5F8D52DAE5FAF4354ABB;Ms. Pac-Man - Special Colour Edition (Europe) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AOCP-EUR;;;;
94E1575453F54CBE157D13EAE6E78D92;MTV Sports - Pure Ride (USA, Europe);1048576;Trusted Dump;TRUE;01 01 1990;root;CGB-BPVP-EUR;;;;
94E1575453F54CBE157D13EAE6E78D92;MTV Sports - Pure Ride (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BPVP-EUR;DMG-A07-01;CGB-BPVP-0;;
54165D2BF7A040AA31D6D0956408D10D;MTV Sports - Skateboarding featuring Andy MacDonald (USA, Europe);1048576;Trusted Dump;TRUE;11 10 2012;BigFred;CGB-BMTP-EUR;DMG-A07-01;CGB-BMTP-0;;
495C72CDAC3CD684B5D56581CCC183E1;MTV Sports - T.J. Lavin's Ultimate BMX (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BTVP-EUR;DMG-A18-01;CGB-BTVP-0;;
EE4FC61AFD79C8A20E57FA04F49AD1B3;Mummy Returns, The (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;09 10 2010;root;CGB-B2RP-EUR;;CGB-B2RP-0;;
B03138AD381D8581F245CA6FF88F9EF8;Mummy Returns, The (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-B2RE-USa;;;;
68271240C1B372F49B01ADF583C91F83;Mummy, The (Europe) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMYP-EUR;;;;
407E0EDF45B42F88F96774C9F549CF18;Mummy, The (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMYE-USA;;;;
3D24F9E876DF8C50573C00119D395B73;Muppets, The (Europe) (En,Fr,De,Es,It,Nl,Sv) (AX9P);2097152;Trusted Dump;TRUE;25 01 2013;Tauwasser;CGB-AX9P-EUR;DMG-A08-01;CGB-AX9P-0;22;
3A70F79E33ED4EA546D0BA41A7F2EF25;Muppets, The (USA);2097152;Third Party;TRUE;01 01 1990;root;CGB-BMUE-USA;;;;
77C35992B64AB7F2642873A5F266AB79;Muteki Ou Tri-Zenon (Japan);2097152;Third Party;TRUE;01 01 1990;root;;;;;
77C35992B64AB7F2642873A5F266AB79;Muteki Ou Tri-Zenon (Japan);2097152;Third Party;TRUE;31 03 2018;Tauwasser;CGB-BZNJ-JPN;DMG-A08-10;CGB-BZNJ-0;34;
B9A686E4DBC7241BDF72ACA235F7F92F;N.Y. Race (Europe) (En,Fr,De,Es,It,Pt);1048576;Third Party;TRUE;01 01 1990;root;CGB-BNXP-EUR;;;;
A7F23A751078922169DF0F73A1DB1564;Nakayoshi Cooking Series 1 - Oishii Cake-ya-san (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-B7CJ-JPN;;;;
377447C3F3199D7D58788B1192FD9FB1;Nakayoshi Cooking Series 2 - Oishii Panya-san (Japan);1048576;Third Party;TRUE;01 01 1990;root;;;;;
377447C3F3199D7D58788B1192FD9FB1;Nakayoshi Cooking Series 2 - Oishii Panya-san (Japan);1048576;Third Party;TRUE;31 03 2018;Tauwasser;CGB-B7PJ-JPN;DMG-A06-01;CGB-B7PJ-0;8;
C40DCFF155901F2D6046FEC19017FE37;Nakayoshi Cooking Series 3 - Tanoshii Obentou (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-B7BJ-JPN;;;;
995CEBD28AAA5D94B8A230E9F22606B3;Nakayoshi Cooking Series 4 - Tanoshii Dessert (Japan);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-B3DJ-JPN;DMG-A06-01;CGB-B3DJ-0;;
995CEBD28AAA5D94B8A230E9F22606B3;Nakayoshi Cooking Series 4 - Tanoshii Dessert (Japan);1048576;Trusted Dump;TRUE;10 10 2010;root;;;;;
A03E3CD1A2C78BE11E3A52FE995CEC71;Nakayoshi Cooking Series 5 - Cake o Tsukurou (Japan);4194304;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-B3CJ-JPN;DMG-A08-10;CGB-B3CJ-0;;
A03E3CD1A2C78BE11E3A52FE995CEC71;Nakayoshi Cooking Series 5 - Cake o Tsukurou (Japan);4194304;Trusted Dump;TRUE;10 10 2010;root;;;;;
EB14F75BDA32D51B8F5751869743BF7A;Nakayoshi Pet Series 1 - Kawaii Hamster (Japan) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
EB14F75BDA32D51B8F5751869743BF7A;Nakayoshi Pet Series 1 - Kawaii Hamster (Japan) (GB Compatible);1048576;Trusted Dump;TRUE;14 08 2017;xuom2;DMG-B7HJ-JPN;;;;
C888149FE40D8D760CE490A74CA98263;Nakayoshi Pet Series 2 - Kawaii Usagi (Japan) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
C888149FE40D8D760CE490A74CA98263;Nakayoshi Pet Series 2 - Kawaii Usagi (Japan) (GB Compatible);1048576;Third Party;TRUE;31 03 2018;Tauwasser;DMG-B7UJ-JPN;DMG-A06-01;DMG-B7UJ-0;9;
EB8A8817E782CDDB4FE0474922A3405D;Nakayoshi Pet Series 3 - Kawaii Koinu (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-B7IJ-JPN;;;;
24590D82DA1C0D40B5D4F8E03E4CCA94;Nakayoshi Pet Series 4 - Kawaii Koneko (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-B7NJ-JPN;;;;
8D222A58636551F679177E37C83EB134;Nakayoshi Pet Series 5 - Kawaii Hamster 2 (Japan);1048576;Third Party;TRUE;01 01 1990;root;;;;;
8D222A58636551F679177E37C83EB134;Nakayoshi Pet Series 5 - Kawaii Hamster 2 (Japan);1048576;Trusted Dump;TRUE;07 02 2017;xuom2;CGB-B2HJ-JPN;;;;
9AE9D43FC7EC5570BADF7A19AE006AFD;Naminori Yarou! (Japan) (NP);1048576;Third Party;TRUE;01 01 1990;root;CGB-BNYJ-JPN;;;;
42E66DD2C0470D98487EF364E7DAF710;NASCAR 2000 (USA, Europe);1048576;Trusted Dump;TRUE;11 11 2012;BigFred;BN2P;;;;
5779B8A387C10D39FAF8FD55632375C7;NASCAR Challenge (USA) (Rumble Version);1048576;Third Party;TRUE;01 01 1990;root;CGB-VNCE-USA;;;;
