MD5;Name (No-Intro);Size;Dump Type;Good Dump;Date;Datter;Cart Serial;PCB;ROM Serial;Stamp
1DDDF21BCC96C84A9294BDB411A49728;Doraemon - Aruke Aruke Labyrinth (Japan) (GB Compatible);1048576;Third Party;TRUE;31 03 2018;Tauwasser;DMG-ADAJ-JPN;DMG-A06-01;DMG-ADAJ-0;13;
9BBE3CB922A017053D86D1355EE69794;Doraemon - Kimi to Pet no Monogatari (Japan) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BRDJ-JPN;;;;
D0009C14CFDCD02695D84D068C0D4ABE;Doraemon Kart 2 (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;;;;;
D0009C14CFDCD02695D84D068C0D4ABE;Doraemon Kart 2 (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;14 08 2017;xuom2;DMG-ADOJ-JPN;;;;
1F0E9DA07447DE982BC0FBC0EB3A5D24;Doraemon Memories - Nobita no Omoide Daibouken (Japan) (GB Compatible);1048576;Trusted Dump;TRUE;03 04 2014;Tauwasser;DMG-BDMJ-JPN;DMG-A06-01;DMG-BDMJ-0;0;
509CA3DC125131B1A4B1667CCC64FD27;Doraemon no Quiz Boy (Japan);1048576;Third Party;TRUE;25 03 2010;kazumi213;CGB-BQBJ-JPN;;;;
15BEDC4919965732CBFB301F11E5B36A;Doraemon no Quiz Boy 2 (Japan);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BQ7J-JPN;DMG-A06-01;CGB-BQ7J-0;;
15BEDC4919965732CBFB301F11E5B36A;Doraemon no Quiz Boy 2 (Japan);1048576;Trusted Dump;TRUE;10 10 2010;root;;;;;
D10D56951B817115477D72A855D7C025;Doraemon no Study Boy - Gakushuu Kanji Game (Japan);1048576;Third Party;TRUE;01 01 1990;root;;;;;
D10D56951B817115477D72A855D7C025;Doraemon no Study Boy - Gakushuu Kanji Game (Japan);1048576;Trusted Dump;TRUE;07 02 2017;xuom2;CGB-BGKJ-JPN;;;;
E599E5AAB2CFE2FC95D340A5C910D87E;Doraemon no Study Boy - Kanji Yomikaki Master (Japan);1048576;Trusted Dump;TRUE;11 09 2010;root;CGB-BKYJ-JPN;;;;
E599E5AAB2CFE2FC95D340A5C910D87E;Doraemon no Study Boy - Kanji Yomikaki Master (Japan);1048576;Trusted Dump;TRUE;10 10 2010;root;CGB-BKYJ-JPN;;;;
7F0D28D7C0268B55BB8682224C178308;Doraemon no Study Boy - Kuku Game (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BQGJ-JPN;;;;
01FB7107B8432D3EED3E131605D682A3;Doug - La Grande Aventure (France);1048576;Third Party;TRUE;01 01 1990;root;CGB-BDUF-FRA;;;;
535AC79C69B22ED21CC9AF0D4C10BEA8;Doug's Big Game (Germany);1048576;Trusted Dump;TRUE;20 09 2010;root;CGB-BDUD-NOE;;CGB-BDUD-0;;
535AC79C69B22ED21CC9AF0D4C10BEA8;Doug's Big Game (Germany);1048576;Trusted Dump;TRUE;31 01 2014;Tauwasser;CGB-BDUD-NOE;DMG-A07-01;CGB-BDUD-0;7;
19E0D71A2A6090E0F59607CA4DA9B156;Doug's Big Game (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BDUE-USA;;;;
448AF6D54CE1886456C98209F53ABDC7;Dr. Rin ni Kiitemite! - Koi no Rin Fuusui (Japan);2097152;Trusted Dump;TRUE;01 01 1990;root;CGB-BDFJ-JPN;;;;
192AEC8DCA7656463BE56991F497CFF3;Dracula - Crazy Vampire (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BUAP-EUR;DMG-A07-01;CGB-BUAP-0;11;
0B943EFDF2CA967827A4C7BF951F6448;Dracula - Crazy Vampire (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BUAE-USA;;;;
A94A1C6268555926CA1A3B439A2FB65C;Dragon Ball Z - Densetsu no Chou Senshi-tachi (Japan);2097152;Trusted Dump;TRUE;01 08 2015;xuom2;CGB-BBZJ-JPN;;;;
9324855FEF2227A4410725ED20845BFB;Dragon Ball Z - Guerreros de Leyenda (Spain);2097152;Third Party;TRUE;01 01 1990;root;CGB-BBZS-ESP;;;;
4CDE8DAC14B8ACE83F8A4716CCB2DBF0;Dragon Ball Z - I Leggendari Super Guerrieri (Italy);2097152;Trusted Dump;TRUE;01 01 1990;root;CGB-BBZI-ITA;;;;
4CDE8DAC14B8ACE83F8A4716CCB2DBF0;Dragon Ball Z - I Leggendari Super Guerrieri (Italy);2097152;Trusted Dump;TRUE;20 09 2010;root;CGB-BBZI-ITA;;CGB-BBZI-0;;
B587D5AE7C464408526489B67DFCA07D;Dragon Ball Z - Legendaere Superkaempfer (Germany);2097152;Trusted Dump;TRUE;26 09 2010;root;CGB-BBZD-NOE;;CGB-BBZD-0;;
B587D5AE7C464408526489B67DFCA07D;Dragon Ball Z - Legendaere Superkaempfer (Germany);2097152;Trusted Dump;TRUE;28 03 2013;Tauwasser;CGB-BBZD-NOE;DMG-A08-10;CGB-BBZD-0;8;
C663691B1ECA7EEEB501C4D00B4B186F;Dragon Ball Z - Legendary Super Warriors (Europe);2097152;Third Party;TRUE;01 01 1990;root;CGB-BBZP-UKV;;;;
AC46BC779E1E844674DE1D4C13D06F96;Dragon Ball Z - Legendary Super Warriors (USA);2097152;Trusted Dump;TRUE;26 09 2010;root;CGB-BBZE-USA;;CGB-BBZE-0;;
FFA003FA747731A9FD547260598538CB;Dragon Ball Z - Les Guerriers Legendaires (France);2097152;Third Party;TRUE;01 01 1990;root;CGB-BBZF-FRA;;;;
0C6A0F2ADD131CA4AFD24763FE3C3A04;Dragon Dance (USA) (SGB Enhanced) (GB Compatible);262144;Third Party;TRUE;01 01 1990;root;DMG-BDAE-USA;;;;
5045139EB57B9D6CDFA1366F473A1E4C;Dragon Quest I & II (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;01 01 1990;root;DMG-AEDJ-JPN;;;;
729934DDB7AA39779A456523A81B4A45;Dragon Quest III - Soshite Densetsu e... (Japan);4194304;Trusted Dump;TRUE;01 01 1990;root;;;;;
729934DDB7AA39779A456523A81B4A45;Dragon Quest III - Soshite Densetsu e... (Japan);4194304;Trusted Dump;TRUE;09 03 2014;BigFred;CGB-BD3J-JPN;;;;
08BCA718C62E3C2870A2DF107FC0A562;Dragon Quest Monsters (Germany) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;14 01 2012;BigFred;DMG-AWQD-NOE;;;;
5254EA1935C43057358D2EFBA26C60C8;Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;09 10 2010;Tauwasser;DMG-ADQJ-JPN;DMG-DGCU-01;DMG-ADQJ-0;;
5254EA1935C43057358D2EFBA26C60C8;Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;28 03 2013;Tauwasser;DMG-ADQJ-JPN;DMG-DGCU-01;DMG-ADQJ-0;0;
B28C999D1B43E8E39998827FF39965CC;Dragon Quest Monsters - Terry no Wonderland (Japan) (Rev A) (SGB Enhanced) (GB Compatible);2097152;Third Party;TRUE;09 10 2010;Tauwasser;DMG-ADQJ-JPN;DMG-DGCU-01;DMG-ADQJ-1;;
B28C999D1B43E8E39998827FF39965CC;Dragon Quest Monsters - Terry no Wonderland (Japan) (Rev A) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;09 03 2014;BigFred;DMG-ADQJ-JPN;;;;
F47EDC51D53AE8F416898B80BD3022A1;Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Iru no Bouken (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;08 06 2016;xuom2;DMG-BQIJ-JPN;;;;
979EB4FD473C344CB2CFC6EA4211CA5A;Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Ruka no Tabidachi (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;01 01 1990;root;DMG-BQLJ-JPN;;;;
979EB4FD473C344CB2CFC6EA4211CA5A;Dragon Quest Monsters 2 - Maruta no Fushigi na Kagi - Ruka no Tabidachi (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;01 01 1990;root;;;;;
27791FF8BB7993EBBA8C8F2CF353A6B3;Dragon Tales - Dragon Adventures (USA);1048576;Trusted Dump;TRUE;26 09 2010;root;CGB-BDWE-USA;;CGB-BDWE-0;;
834FB201A446065C06E34F192F8586D0;Dragon Tales - Dragon Wings (Europe);1048576;Third Party;TRUE;01 01 1990;root;CGB-BDZP-EUR;;;;
9A43179573D212B528D8F74DA044511C;Dragon Tales - Dragon Wings (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BDZE-USA;;;;
C3987A4D734C37B7D8324F654A45DE70;Dragon Warrior I & II (USA) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;30 04 2013;BigFred;DMG-AEDE-USA;;;;
C3987A4D734C37B7D8324F654A45DE70;Dragon Warrior I & II (USA) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;08 03 2014;BigFred;DMG-AEDE-USA;;;;
B74B6132326BAFCD75E415DDCD9A2932;Dragon Warrior III (USA);4194304;Trusted Dump;TRUE;30 04 2013;BigFred;CGB-BD3E-USA;;;;
B74B6132326BAFCD75E415DDCD9A2932;Dragon Warrior III (USA);4194304;Trusted Dump;TRUE;08 03 2014;BigFred;CGB-BD3E-USA;;;;
1CA6579359F21D8E27B446F865BF6B83;Dragon Warrior Monsters (USA, Europe) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;20 10 2012;Tauwasser;DMG-AWQP-UKV;DMG-A08-01;DMG-AWQP-0;;
1CA6579359F21D8E27B446F865BF6B83;Dragon Warrior Monsters (USA, Europe) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;08 03 2014;BigFred;DMG-AWQE-USA;;;;
F71AC6AC4BB335F59BFD2B594D47AB49;Dragon Warrior Monsters 2 - Cobi's Journey (USA) (SGB Enhanced) (GB Compatible);4194304;Third Party;TRUE;01 01 1990;root;DMG-BQLE-USA;;;;
8E79DCDEE0E15EF069B3F376A0FEE37D;Dragon Warrior Monsters 2 - Tara's Adventure (USA) (SGB Enhanced) (GB Compatible);4194304;Third Party;TRUE;01 01 1990;root;DMG-BQIE-USA;;;;
947F96CFD5BAB7A03EC2F3FC0AE9238D;Dragon's Lair (USA, Europe) (En,Ja,Fr,De,Es,Zh);4194304;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BDXP-EUR;DMG-A09-10;CGB-BDXP-0;32;
413E1ACD7847D628364163EB2C97CECD;Driver - You are the Wheelman (USA) (En,Fr,De,Es,It);1048576;Third Party;TRUE;01 01 1990;root;CGB-BDRE-USA;;;;
B3142AAE557BC4E04E2F0F740FAE9577;Dropzone (Europe) (GB Compatible);262144;Trusted Dump;TRUE;25 01 2014;Tauwasser;DMG-AD4P-EUR;DMG-A07-01;DMG-AD4P-0;;
48B5FEA61742D75E98782803D14871F3;DT - Lords of Genomes (Japan) (SGB Enhanced) (GB Compatible);4194304;Third Party;TRUE;01 01 1990;root;;;;;
48B5FEA61742D75E98782803D14871F3;DT - Lords of Genomes (Japan) (SGB Enhanced) (GB Compatible);4194304;Third Party;TRUE;31 03 2018;Tauwasser;DMG-BBDJ-JPN;DMG-A08-10;DMG-BBDJ-0;15;
B25025224EB338963FC9C0FEE91F2C39;Duke Nukem (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;10 10 2010;root;CGB-ADIP-EUR;;;;
B2D3713267C9E21B3DAE3CB5F437FCCD;Duke Nukem (USA) (En,Fr,De,Es,It);1048576;Third Party;TRUE;01 01 1990;root;CGB-ADIE-USA;;;;
DC131A70357D28BC43649C4AD6CD4397;Dukes of Hazzard, The - Racing for Home (Europe) (En,Fr,De);2097152;Trusted Dump;TRUE;26 09 2010;root;CGB-BDCP-EUR;;CGB-BDCP-0;;
DC131A70357D28BC43649C4AD6CD4397;Dukes of Hazzard, The - Racing for Home (Europe) (En,Fr,De);2097152;Trusted Dump;TRUE;23 08 2014;BigFred;CGB-BDCP-EUR;;CGB-BDCP-0;;
193F103B57F5861B55524644BADB4ECD;Dukes of Hazzard, The - Racing for Home (USA);2097152;Third Party;TRUE;01 01 1990;root;CGB-BDCE-USA;;;;
3F56E5776FF9A2B08A0C22F5EACF6017;Dungeon Savior (Japan) (SGB Enhanced) (GB Compatible);4194304;Third Party;TRUE;01 01 1990;root;DMG-ADWJ-JPN;;;;
E5CF736F37CBBBBE6957E172DE5626FC;DX Jinsei Game (Japan);2097152;Third Party;TRUE;01 01 1990;root;CGB-BZGJ-JPN;;;;
E5CF736F37CBBBBE6957E172DE5626FC;DX Jinsei Game (Japan);2097152;Trusted Dump;TRUE;09 08 2014;BigFred;CGB-BZGJ-JPN;;CGB-BZGJ-0;;
4CEC140483BAF799E883E717B8CE81A5;DX Monopoly GB (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-BMPJ-JPN;;;;
46B9A55A3049A1113BC5430EDAAF9401;E.T. - The Extra-Terrestrial and the Cosmic Garden (Europe) (En,Fr,De,Es,It,Nl);1048576;Trusted Dump;TRUE;10 10 2010;root;CGB-BEOP-EUR;;;;
46B9A55A3049A1113BC5430EDAAF9401;E.T. - The Extra-Terrestrial and the Cosmic Garden (Europe) (En,Fr,De,Es,It,Nl);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BEOP-EUR;DMG-A06-01;CGB-BEOP-0;15;
F1B1776986BBADFA4E6771395FBC6214;E.T. - The Extra-Terrestrial and the Cosmic Garden (USA);1048576;Trusted Dump;TRUE;10 10 2010;root;CGB-BEOE-USA;;;;
51091A6D773823B8731240676D9D25CF;E.T. - The Extra-Terrestrial - Digital Companion (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BETE-USA;;;;
A4A756BE0D12C2BA7CA5A6420BB2198E;E.T. - The Extra-Terrestrial - Escape from Planet Earth (Europe) (En,Fr,De,Es,It,Nl);1048576;Trusted Dump;TRUE;10 10 2010;root;CGB-BERP-EUR;;;;
3EE67BD4471E60F4FEC6B0799219A2F5;E.T. - The Extra-Terrestrial - Escape from Planet Earth (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BERE-USA;;;;
002D0D5FD2F668798DA1991B5FD5B4D8;Earthworm Jim - Menace 2 the Galaxy (USA, Europe) (GB Compatible);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;DMG-AEBP-EUR;DMG-A07-01;DMG-AEBP-0;12;
45AFA73780709DB49CE92EEA952B0BAF;ECW Hardcore Revolution (USA, Europe);1048576;Trusted Dump;TRUE;10 10 2010;Tauwasser;CGB-BECP-EUR;DMG-A07-01;CGB-BECP-0;;
F88959B615F284CC120CD17F5263D018;Elevator Action EX (Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BEXP-EUR;DMG-A07-01;CGB-BEXP-0;15;
0979556C11F2EE65A8D9A03B4A1C04D7;Elevator Action EX (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BEXJ-JPN;;;;
473E78B1D576A052492E1B4B80F4D3B3;Elie no Atelier GB (Japan) (SGB Enhanced) (GB Compatible);2097152;Trusted Dump;TRUE;06 11 2012;Tauwasser;DMG-A8EJ-JPN;DMG-A03-01;DMG-A8EJ-0;20;
F7E5F82FF68AA678B92E41159DB34E90;Elmo's 123s (USA) (GB Compatible);262144;Third Party;TRUE;01 01 1990;root;DMG-AE3E-USA;;;;
DB9D9E20AF969A2EE248AE9AF42A5D36;Elmo's ABCs (USA) (GB Compatible);262144;Third Party;TRUE;01 01 1990;root;DMG-AEAE-USA;;;;
A308DE3B28CE996E8A1FF16AE8D26919;Emperor's New Groove, The (Europe) (En,Fr,De,Es,It);2097152;Third Party;TRUE;01 01 1990;root;CGB-BENP-EUR;;;;
E98B6A7BB91BB0A7E80E40985EEFB1D0;Emperor's New Groove, The (USA);2097152;Third Party;TRUE;01 01 1990;root;CGB-BENE-USA;;;;
E1FCD22F776DC38D0BCFFA697794CB1E;ESPN International Track & Field (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-B3HE-USA;;;;
D34ABDA546C5F42E40A2EEB28D029DE4;ESPN National Hockey Night (USA);2097152;Third Party;TRUE;01 01 1990;root;CGB-BT4E-USA;;;;
222AA591B387A4B897B61961EBEB9FDB;Estpolis Denki - Yomigaeru Densetsu (Japan);2097152;Third Party;TRUE;01 01 1990;root;CGB-BLCJ-JPN;;;;
0C80CBBAE8650152FBA0278350BD0BD4;European Super League (Europe) (En,Fr,De,Es,It);1048576;Third Party;TRUE;01 01 1990;root;CGB-BMHP-EUR;;;;
5E1B4969A76E069ACF2622F7BB05D8D3;Evel Knievel (Europe) (En,Fr,De,Es,It,Nl,Sv) (GB Compatible);2097152;Third Party;TRUE;01 01 1990;root;DMG-AEVP-EUR;;;;
F9C554DFCE8383F16E554B61083F0922;Evel Knievel (USA) (GB Compatible);2097152;Trusted Dump;TRUE;26 09 2010;root;DMG-AEVE-USA;;DMG-AEVE-0;;
2C56BDCE336B543DE4653A493B870481;Extreme Ghostbusters (Europe) (En,Fr,De,Es,It,Pt);1048576;Third Party;TRUE;01 01 1990;root;CGB-BEBP-EUR;;;;
E20F2057C2143993C0F844097D0086D5;Extreme Sports with the Berenstain Bears (USA, Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-BESP-EUR;DMG-A18-01;CGB-BESE-0;;
E20F2057C2143993C0F844097D0086D5;Extreme Sports with the Berenstain Bears (USA, Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;17 01 2013;Tauwasser;CGB-BESP-EUR; CGB-BESE-USA;DMG-A18-01;CGB-BESE-0;11
E20F2057C2143993C0F844097D0086D5;Extreme Sports with the Berenstain Bears (USA, Europe) (En,Fr,De,Es,It);1048576;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-BESP-EUR-1;DMG-A07-01;CGB-BESP-0;8;
CFB6A98BEF18C56E466D27B885E20F8F;F-1 World Grand Prix (Europe) (En,Fr,De,Es);2097152;Trusted Dump;TRUE;01 01 1990;root;CGB-AFIP-EUR;;;;
CFB6A98BEF18C56E466D27B885E20F8F;F-1 World Grand Prix (Europe) (En,Fr,De,Es);2097152;Trusted Dump;TRUE;25 01 2014;Tauwasser;CGB-AFIP-EUR;DMG-A08-01;CGB-AFIP-0;11;
58670204EC7B8791576E3C88BA7C1DDF;F-18 Thunder Strike (USA, Europe);1048576;Trusted Dump;TRUE;11 09 2010;Tauwasser;CGB-B18P-NOE;DMG-A07-01;CGB-B18P-0;;
2650D134DD6DE865C8C8DBF5A5A385A4;F.A. Premier League Stars 2001, The (Europe);1048576;Third Party;TRUE;01 01 1990;root;CGB-BSJP-UKV;;;;
4448C35BEBF32629E23F64C61CC50565;F1 Championship Season 2000 (Europe) (En,Fr,De,Es,It);2097152;Third Party;TRUE;01 01 1990;root;CGB-BFIP-EUR;;;;
A7D2695B3DDC268389E36F916815F96D;F1 Racing Championship (Europe) (En,Fr,De,Es,It);4194304;Third Party;TRUE;01 01 1990;root;CGB-AEQP-EUR;;;;
5428271D0C9C5EB3DBF28078FAFE2031;F1 World Grand Prix II for Game Boy Color (Europe) (En,Fr,De,Es);1048576;Third Party;TRUE;01 01 1990;root;CGB-BF2P-EUR;;;;
BCEEB4182DA245DB9402DD55EEDBA53F;F1 World Grand Prix II for Game Boy Color (Japan) (En,Ja);1048576;Third Party;TRUE;01 01 1990;root;CGB-BF2J-JPN;;;;
69A6EBC942C7D0ECEF2E514989DEBDE6;F1 World Grand Prix II for Game Boy Color (USA) (En,Fr,De,Es);1048576;Trusted Dump;TRUE;26 09 2010;root;CGB-BF2E-USA;;CGB-BF2E-0;;
0591D5637B4C9F304340D941B2AE9E7A;Fairy Kitty no Kaiun Jiten - Yousei no Kuni no Uranai Shugyou (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;13 09 2014;BigFred;DMG-AFUJ-JPN;;;;
2E3288D0D0B41D6FCC6BEC6676A78A3E;Ferret Monogatari (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BBIJ-JPN;;;;
128DC75244ECC2F74D1E50551D888127;FIFA 2000 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 10 2010;Tauwasser;DMG-AFOP-UKV;DMG-A07-01;DMG-AFOP-0;11;
EDF021B521A496FE7AFC5E15949F5C80;Fish Files, The (Europe) (En,Fr,De,Es,It);4194304;Third Party;TRUE;01 01 1990;root;CGB-BFQP-EUR;;;;
9F77ADBB0A6AF7BD85D21A8EF9FDEA49;Fix & Foxi - Episode 1 Lupo (Europe) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFFP-EUR;;;;
50E6D9D88450932743161B7512838CCC;Flintstones, The - Burgertime in Bedrock (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFSE-USA;;;;
1DA7187971155F0AED9FFEA798F6E2A6;Flipper & Lopaka (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da);1048576;Third Party;TRUE;10 05 2009;xuom2;CGB-BFLP-EUR;;;;
2A447279016F60776B5C0F515B5B97F5;Force 21 (USA) (En,Fr,De);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFCE-USA;;;;
3E7736B358B7750BB451D505816D8B11;Formula One 2000 (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFME-USA;;;;
21AE960E6C5A42B498B00FA6F635B1E1;Fort Boyard (Europe) (En,Fr,De,Es,It,Nl,Pt);1048576;Trusted Dump;TRUE;12 10 2010;root;CGB-BYDP-EUR;;;8;
D5EBDBEDA4156B34E3C0F01D55A4221C;Frogger (Europe) (En,Fr,De,Es,It,Nl) (GB Compatible);524288;Trusted Dump;TRUE;25 01 2014;Tauwasser;DMG-AFRP-EUR;DMG-A07-01;DMG-AFRP-0;22;
D94E22B4C08AB3C7B1929F5490ADCBF2;Frogger (USA) (GB Compatible);1048576;Third Party;TRUE;01 01 1990;root;DMG-AFRE-USA;;;;
06B0D6B88E54337F3F5C7BBEA373F237;Frogger 2 (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BH2E-USA;;;;
B883323E9AE3C85548169BABE3F9B4F0;From TV Animation One Piece - Maboroshi no Grand Line Boukenki! (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;09 08 2014;BigFred;DMG-BZOJ-JPN;;DMG-BZOJ-0;;
DA5586315CA857071D557A8FDE26C108;From TV Animation One Piece - Yume no Luffy Kaizokudan Tanjou! (Japan) (SGB Enhanced) (GB Compatible);4194304;Trusted Dump;TRUE;09 08 2014;BigFred;DMG-BLUJ-JPN;;DMG-BLUJ-0;;
8C3BCD751EBC34ABC02E666D8FF057C4;Front Line - The Next Mission (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BFRJ-JPN;;;;
579291571DAC53916FD552CCEA5B0BB9;Front Row (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-AZDJ-JPN;;;;
9E3D4FF0BA3D6DEEC5080F6DBED4FEF8;Fushigi no Dungeon - Fuurai no Shiren GB2 - Sabaku no Majou (Japan);4194304;Trusted Dump;TRUE;10 04 2016;xuom2;CGB-AFMJ-JPN;;;;
6BB272F9361D57D9796CF2BB3615BF1A;Gaiamaster Duel - Card Attackers (Japan);2097152;Third Party;TRUE;01 01 1990;root;CGB-BGIJ-JPN;;;;
52A9D2992A270EE3184553CAF4FDBA2B;Gakkyuu Ou Yamazaki (Japan) (Rev A) (GB Compatible);1048576;Trusted Dump;TRUE;26 10 2010;Tauwasser;DMG-AYMJ-JPN;DMG-A06-01;DMG-AYMJ-1;34A;
52A9D2992A270EE3184553CAF4FDBA2B;Gakkyuu Ou Yamazaki (Japan) (Rev A) (GB Compatible);1048576;Trusted Dump;TRUE;23 08 2014;BigFred;DMG-AYMJ-JPN;;DMG-AYMJ-1;;
17DAE7EC46263600C54687D78B582E5E;Galaga - Destination Earth (USA);1048576;Third Party;TRUE;01 01 1990;root;CGB-BGGE-USA;;;;
3B9116DCB4A3B4CC943F75B8B7E88212;Gambler Densetsu Tetsuya - Shinjuku Tenun Hen (Japan);1048576;Third Party;TRUE;01 01 1990;root;CGB-BGYJ-JPN;;;;
CBF4A5B2FF566554B014118E3D0E3E9A;Game & Watch Gallery 2 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;01 01 1990;root;DMG-AGLP-EUR;;;;
CBF4A5B2FF566554B014118E3D0E3E9A;Game & Watch Gallery 2 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;09 03 2014;BigFred;DMG-AGLE-USA;;;;
CBF4A5B2FF566554B014118E3D0E3E9A;Game & Watch Gallery 2 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-AGLP-EUR;;DMG-AGLP-0;;
F1BB0127347994B46258ADBDA0DC0B16;Game & Watch Gallery 3 (USA, Europe) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;01 01 1990;root;DMG-AGQP-EUR;;;;
0B4F167D39212F40F793FE1EC19421D7;Game Boy Color (USA) (Promo);524288;Trusted Dump;TRUE;01 10 2013;Tauwasser;DIS-CGB-ADME-USA;DMG-A07-01;CGB-ADME-0;22;
0B4F167D39212F40F793FE1EC19421D7;Game Boy Color (USA) (Promo);524288;Third Party;TRUE;18 11 2017;Hiccup;;;;;
809EC52E50279A174A4908E3EA46DCF6;Game Boy Gallery 3 (Australia) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;12 10 2010;root;DMG-AGLU-AUS;;;;
809EC52E50279A174A4908E3EA46DCF6;Game Boy Gallery 3 (Australia) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-AGLU-AUS;;DMG-AGLU-0;;
1C7355ED58DAF1EBCCEEA71BA5CBB694;Game Boy Gallery 3 (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;08 01 2013;Tauwasser;DMG-AGQJ-JPN;DMG-A06-01;DMG-AGQJ-0;20;
1C7355ED58DAF1EBCCEEA71BA5CBB694;Game Boy Gallery 3 (Japan) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-AGQJ-JPN;;DMG-AGQJ-0;;
FCA034C2494A20C8A75DD1FF0BCC7545;Game Boy Gallery 4 (Australia) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;26 09 2010;root;DMG-AGQU-AUS;;DMG-AGQU-0;;
FCA034C2494A20C8A75DD1FF0BCC7545;Game Boy Gallery 4 (Australia) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;28 03 2013;Tauwasser;DMG-AGQU-AUS;DMG-A06-01;DMG-AGQU-0;11;
FCA034C2494A20C8A75DD1FF0BCC7545;Game Boy Gallery 4 (Australia) (SGB Enhanced) (GB Compatible);1048576;Trusted Dump;TRUE;10 08 2014;BigFred;DMG-AGQU-AUS;;DMG-AGQU-0;;
C51BAA39BF56E346360EED267677BD4D;Game Boy Wars 2 (Japan) (SGB Enhanced) (GB Compatible);1048576;Third Party;FALSE;01 01 1990;root;;;;;
